,destination,destination_id,origin,origin_id,1990,1995,2000,2005,2010,2015,2020
27161,switzerland,74,kyrgyzstan,168,39,169,300,359,397,554,686
27163,switzerland,74,latvia,46,422,712,1006,1204,1329,1952,2541
27164,switzerland,74,lebanon,20,3516,3861,4222,4695,5573,6114,7120
27165,switzerland,74,lesotho,149,80,66,54,62,72,78,88
27166,switzerland,74,liberia,159,272,286,303,336,401,426,422
27167,switzerland,74,libya,143,636,683,734,826,970,1184,1393
27168,switzerland,74,liechtenstein,70,2790,2248,1715,1899,2265,2255,2263
27169,switzerland,74,lithuania,47,383,548,715,885,944,1576,2477
27170,switzerland,74,luxembourg,71,1272,1442,1619,1819,2138,2324,2422
27171,switzerland,74,madagascar,122,870,1034,1202,1341,1588,1782,1991
27172,switzerland,74,malawi,123,43,59,77,84,102,114,169
27174,switzerland,74,maldives,7,31,38,46,50,62,67,88
27175,switzerland,74,mali,160,173,227,283,329,375,509,521
27176,switzerland,74,malta,58,127,164,202,225,267,283,312
27178,switzerland,74,mauritania,161,74,78,84,96,112,119,149
27179,switzerland,74,mauritius,124,1750,1862,1982,2210,2616,2759,2881
27180,switzerland,74,mexico,100,2539,3416,4306,4915,5684,6617,7828
27181,switzerland,74,monaco,72,116,148,181,202,240,286,329
27183,switzerland,74,montenegro,59,0,992,1989,2163,2626,2770,2932
27184,switzerland,74,morocco,144,8362,10113,11902,13263,15707,16859,18914
27185,switzerland,74,mozambique,125,709,809,912,985,1205,1324,1429
27187,switzerland,74,namibia,150,127,157,189,233,251,270,321
27189,switzerland,74,nepal,8,353,502,654,725,864,934,1077
27190,switzerland,74,netherlands,73,14877,15529,16239,21256,21430,22549,23521
27192,switzerland,74,nicaragua,101,244,330,419,464,554,616,792
27194,switzerland,74,nigeria,162,1315,1817,2326,2627,3070,3461,3832
27195,switzerland,74,north macedonia,60,36819,37897,39114,44141,51614,58450,69612
27196,switzerland,74,norway,48,1612,1615,1625,1835,2145,2139,2243
27197,switzerland,74,oman,21,15,35,56,64,74,112,99
27198,switzerland,74,pakistan,9,1918,2427,2946,3334,3889,4495,5381
27200,switzerland,74,panama,102,258,302,348,364,460,463,588
27202,switzerland,74,paraguay,111,356,511,669,761,884,1051,1267
27203,switzerland,74,peru,112,4829,5665,6523,7333,8609,9489,10591
27204,switzerland,74,philippines,179,7161,8124,9117,10167,12032,12997,14455
27205,switzerland,74,poland,33,9473,12836,16247,19168,21440,31175,40957
27206,switzerland,74,portugal,61,89576,109787,130398,151305,172067,215912,218672
27207,switzerland,74,qatar,22,11,29,48,53,64,95,93
27210,switzerland,74,romania,35,6255,7770,9315,10868,12293,18118,24386
27211,switzerland,74,russia,36,5876,9048,12253,14170,16170,21072,24722
27212,switzerland,74,rwanda,126,619,673,731,820,965,1010,1108
27213,switzerland,74,saint kitts and nevis,90,0,0,0,0,0,10,9
27214,switzerland,74,saint lucia,91,54,47,42,46,56,57,58
27215,switzerland,74,saint vincent and the grenadines,92,0,0,0,0,0,13,14
27217,switzerland,74,san marino,62,0,0,0,0,0,28,26
27218,switzerland,74,sao tome and principe,140,37,38,40,44,53,64,77
27219,switzerland,74,saudi arabia,23,393,513,635,733,839,1123,1336
27220,switzerland,74,senegal,164,893,1223,1559,1759,2058,2467,3008
27221,switzerland,74,serbia,63,38963,41386,82923,112102,109422,62585,66207
27222,switzerland,74,seychelles,127,173,168,165,181,219,239,235
27223,switzerland,74,sierra leone,165,408,322,238,261,315,312,357
27225,switzerland,74,slovakia,37,3313,4523,5750,8101,7588,15121,20099
27226,switzerland,74,slovenia,64,3460,3005,2561,2918,3380,4716,6516
27228,switzerland,74,somalia,128,2647,2901,3167,3924,4500,5707,7579
27229,switzerland,74,south africa,115,4029,4606,5200,5792,6862,7441,8324
27230,switzerland,74,south sudan,129,0,0,0,0,0,22,32
27231,switzerland,74,spain,65,54716,47536,40529,46554,53446,66213,68909
27232,switzerland,74,sri lanka,10,18837,20205,21648,28472,28566,30931,35755
27234,switzerland,74,sudan,145,426,554,686,812,906,1425,2413
27235,switzerland,74,suriname,113,67,71,76,83,101,117,138
27236,switzerland,74,sweden,49,6101,6515,6953,7740,9176,9265,9520
27237,switzerland,74,syrian,25,1309,1718,2134,2613,2817,13157,19770
27238,switzerland,74,tajikistan,169,26,73,121,129,161,210,262
27241,switzerland,74,togo,166,454,840,1230,1395,1624,1888,2194
27243,switzerland,74,trinidad and tobago,93,191,210,231,257,306,332,346
27244,switzerland,74,tunisia,146,5067,6249,7454,8390,9838,11020,12630
27245,switzerland,74,turkey,26,51936,54615,57493,64016,75826,77208,80729
27246,switzerland,74,turkmenistan,170,18,33,49,64,66,110,153
27248,switzerland,74,uganda,130,367,451,537,600,710,751,853
27249,switzerland,74,ukraine,38,1593,3109,4638,5401,6121,8468,10631
27250,switzerland,74,united arab emirates,27,124,192,262,313,347,526,826
27251,switzerland,74,united kingdom,50,22512,26763,31112,35652,41055,44650,45951
27252,switzerland,74,"tanzania, united republic of",131,522,570,622,682,823,847,898
27254,switzerland,74,uruguay,114,950,1060,1175,1300,1552,1583,1645
27255,switzerland,74,uzbekistan,171,96,273,451,535,597,822,1035
27258,switzerland,74,vietnam,1,7338,7764,8220,9147,10847,11272,12263
27260,switzerland,74,yemen,28,171,229,289,338,382,540,690
27261,switzerland,74,zambia,132,165,216,269,287,356,349,424
27262,switzerland,74,zimbabwe,133,462,598,738,818,975,993,1027
27879,anguilla,75,dominican republic,83,308,397,486,560,610,653,680
27880,anguilla,75,guyana,110,181,233,285,328,357,382,397
27881,anguilla,75,jamaica,86,220,283,346,398,433,464,483
27882,anguilla,75,montserrat,87,135,174,213,245,266,285,296
27883,anguilla,75,saint kitts and nevis,90,426,549,672,774,843,903,942
27884,anguilla,75,united kingdom,50,197,254,311,358,390,418,435
27937,antigua and barbuda,76,bahamas,78,5,4,2,2,2,2,1
27938,antigua and barbuda,76,barbados,79,204,226,248,266,284,302,315
27940,antigua and barbuda,76,belize,95,8,10,11,12,13,14,13
27943,antigua and barbuda,76,china,172,57,84,110,118,126,134,139
27944,antigua and barbuda,76,cuba,81,12,15,17,18,19,20,19
27945,antigua and barbuda,76,dominica,82,2442,3170,3898,4180,4462,4745,4963
27946,antigua and barbuda,76,dominican republic,83,621,1044,1466,1572,1678,1784,1865
27947,antigua and barbuda,76,ethiopia,120,1,38,74,80,85,90,92
27948,antigua and barbuda,76,france,68,32,33,34,37,39,41,41
27949,antigua and barbuda,76,french guiana,109,4,4,4,5,5,5,4
27950,antigua and barbuda,76,germany,69,45,57,68,73,78,83,85
27951,antigua and barbuda,76,ghana,156,10,18,25,27,29,31,31
27952,antigua and barbuda,76,grenada,84,115,137,158,170,181,192,199
27954,antigua and barbuda,76,guyana,110,1660,3489,5317,5702,6086,6472,6811
27955,antigua and barbuda,76,haiti,85,11,19,27,29,31,33,33
27956,antigua and barbuda,76,honduras,99,3,5,6,7,7,7,6
27957,antigua and barbuda,76,india,5,32,49,65,70,74,79,81
27958,antigua and barbuda,76,italy,57,49,54,59,64,68,72,73
27959,antigua and barbuda,76,jamaica,86,386,1832,3278,3515,3752,3990,4173
27960,antigua and barbuda,76,japan,177,2,10,17,18,19,20,19
27961,antigua and barbuda,76,lebanon,20,46,46,45,49,52,55,56
27963,antigua and barbuda,76,mexico,100,3,4,4,5,5,5,4
27964,antigua and barbuda,76,montserrat,87,844,890,935,1003,1070,1138,1189
27965,antigua and barbuda,76,netherlands,73,17,15,13,14,15,16,15
27967,antigua and barbuda,76,aruba,77,7,6,4,5,5,5,4
27971,antigua and barbuda,76,nigeria,162,35,34,33,36,38,40,40
27972,antigua and barbuda,76,pakistan,9,7,4,0,0,0,0,0
27973,antigua and barbuda,76,puerto rico,88,30,37,44,47,50,53,54
27974,antigua and barbuda,76,saint kitts and nevis,90,469,430,391,420,448,476,497
27975,antigua and barbuda,76,anguilla,75,17,25,32,35,37,39,39
27976,antigua and barbuda,76,saint lucia,91,392,474,556,596,636,676,706
27977,antigua and barbuda,76,saint vincent and the grenadines,92,478,616,754,809,863,918,959
27978,antigua and barbuda,76,south africa,115,19,28,37,40,42,45,45
27979,antigua and barbuda,76,spain,65,5,8,10,11,11,12,11
27980,antigua and barbuda,76,suriname,113,9,23,37,40,42,45,45
27981,antigua and barbuda,76,syrian,25,142,171,200,215,229,244,254
27982,antigua and barbuda,76,trinidad and tobago,93,356,474,591,634,677,720,752
27983,antigua and barbuda,76,turks and caicos islands,94,4,5,5,6,6,6,5
27984,antigua and barbuda,76,egypt,142,12,10,8,9,9,10,9
27985,antigua and barbuda,76,united kingdom,50,623,720,817,876,935,994,1038
28038,aruba,77,china,172,247,435,622,855,1072,1127,1260
28039,aruba,77,colombia,107,1849,4446,7043,8243,9280,9762,10926
28040,aruba,77,dominica,82,143,134,125,115,103,107,119
28041,aruba,77,dominican republic,83,2042,2829,3615,3903,4114,4327,4839
28042,aruba,77,grenada,84,294,285,276,263,246,258,287
28043,aruba,77,guyana,110,107,202,297,289,276,289,322
28044,aruba,77,haiti,85,320,660,1000,1288,1552,1632,1824
28045,aruba,77,india,5,39,98,157,238,315,330,368
28046,aruba,77,jamaica,86,162,439,715,719,710,746,833
28047,aruba,77,netherlands,73,2096,2885,3674,4056,4359,4585,5128
28051,aruba,77,nicaragua,101,19,48,77,90,103,107,119
28052,aruba,77,peru,112,141,540,939,1019,1079,1134,1268
28053,aruba,77,philippines,179,217,486,754,863,955,1004,1121
28054,aruba,77,portugal,61,177,183,188,174,157,164,182
28055,aruba,77,saint vincent and the grenadines,92,225,178,131,120,108,113,126
28056,aruba,77,suriname,113,721,997,1273,1285,1272,1337,1494
28057,aruba,77,turkey,26,115,63,11,11,11,10,11
28109,bahamas,78,antigua and barbuda,76,13,10,8,11,13,14,13
28110,bahamas,78,argentina,103,8,8,9,56,102,111,117
28112,bahamas,78,austria,66,15,18,22,30,37,40,41
28113,bahamas,78,barbados,79,234,171,108,164,220,238,253
28114,bahamas,78,belgium,67,8,14,20,24,28,30,30
28116,bahamas,78,botswana,147,0,0,0,7,13,14,13
28117,bahamas,78,brazil,105,36,41,47,80,112,121,128
28118,bahamas,78,belize,95,31,22,13,27,41,44,45
28120,bahamas,78,bulgaria,30,0,0,0,10,19,21,21
28122,bahamas,78,cayman islands,80,9,9,9,15,21,23,23
28123,bahamas,78,sri lanka,10,24,16,9,23,36,39,40
28124,bahamas,78,chile,106,9,8,8,20,32,35,36
28125,bahamas,78,china,172,67,80,93,126,159,172,183
28126,bahamas,78,colombia,107,28,30,33,106,178,193,205
28127,bahamas,78,costa rica,96,10,38,66,58,50,54,56
28128,bahamas,78,cuba,81,48,79,110,240,370,401,429
28129,bahamas,78,denmark,39,8,22,37,26,15,16,15
28130,bahamas,78,dominica,82,35,41,47,58,69,75,79
28131,bahamas,78,dominican republic,83,44,64,84,177,269,291,310
28132,bahamas,78,ecuador,108,10,12,15,28,40,43,44
28133,bahamas,78,el salvador,97,5,4,4,36,67,73,77
28134,bahamas,78,estonia,40,0,0,0,8,15,16,15
28135,bahamas,78,france,68,38,89,141,137,132,143,152
28136,bahamas,78,germany,69,161,190,220,244,267,289,308
28137,bahamas,78,ghana,156,23,44,65,55,44,48,49
28138,bahamas,78,greece,56,72,63,55,70,84,91,96
28139,bahamas,78,grenada,84,28,27,26,28,30,33,34
28140,bahamas,78,guatemala,98,7,8,9,21,32,35,36
28141,bahamas,78,guyana,110,419,550,682,957,1232,1335,1430
28142,bahamas,78,haiti,85,10894,15759,20628,23047,25465,27591,29629
28143,bahamas,78,honduras,99,7,10,13,27,40,43,44
28144,bahamas,78,hong kong,173,46,35,25,25,24,26,26
28145,bahamas,78,india,5,160,194,229,391,552,598,640
28147,bahamas,78,ireland,44,55,62,69,62,54,59,61
28148,bahamas,78,italy,57,78,86,94,120,146,158,168
28149,bahamas,78,jamaica,86,2792,3282,3773,5349,6925,7503,8042
28150,bahamas,78,japan,177,5,22,39,36,32,35,36
28151,bahamas,78,kenya,121,6,5,5,12,19,21,21
28152,bahamas,78,mexico,100,21,51,82,103,124,134,143
28153,bahamas,78,netherlands,73,36,33,30,40,50,54,56
28155,bahamas,78,nicaragua,101,9,8,7,8,9,10,9
28156,bahamas,78,nigeria,162,30,61,93,121,148,160,170
28157,bahamas,78,norway,48,13,11,10,11,11,12,11
28158,bahamas,78,pakistan,9,15,13,11,6,0,0,0
28159,bahamas,78,panama,102,17,15,14,31,48,52,54
28160,bahamas,78,peru,112,43,41,39,165,290,314,335
28161,bahamas,78,philippines,179,64,103,143,587,1031,1117,1196
28162,bahamas,78,poland,33,12,10,9,14,18,20,20
28163,bahamas,78,portugal,61,1,5,9,12,15,16,15
28164,bahamas,78,romania,35,0,12,25,60,94,102,108
28165,bahamas,78,russia,36,4,14,25,39,52,56,58
28166,bahamas,78,saint kitts and nevis,90,13,12,12,22,31,34,35
28167,bahamas,78,saint lucia,91,25,41,57,65,72,78,82
28168,bahamas,78,saint vincent and the grenadines,92,20,21,22,30,37,40,41
28169,bahamas,78,south africa,115,21,54,88,92,96,104,110
28170,bahamas,78,zimbabwe,133,0,0,0,7,14,15,14
28171,bahamas,78,spain,65,32,40,49,76,102,111,117
28172,bahamas,78,eswatini,148,0,0,0,6,11,12,11
28173,bahamas,78,sweden,49,11,21,32,30,27,29,29
28174,bahamas,78,switzerland,74,85,120,156,220,283,307,327
28175,bahamas,78,trinidad and tobago,93,278,299,321,341,360,390,418
28176,bahamas,78,turks and caicos islands,94,2080,1284,488,957,1426,1545,1655
28177,bahamas,78,uganda,130,0,0,0,6,11,12,11
28178,bahamas,78,ukraine,38,0,0,0,9,17,18,18
28179,bahamas,78,egypt,142,9,8,7,18,29,31,31
28180,bahamas,78,united kingdom,50,1964,1834,1705,1772,1839,1993,2135
28182,bahamas,78,uruguay,114,2,2,2,9,16,17,17
28233,barbados,79,antigua and barbuda,76,226,246,267,225,185,194,194
28235,barbados,79,bahamas,78,55,59,64,55,47,49,48
28237,barbados,79,belize,95,0,0,0,15,21,22,21
28239,barbados,79,china,172,0,0,0,30,41,43,42
28240,barbados,79,cuba,81,0,0,0,42,56,58,57
28241,barbados,79,dominica,82,451,492,534,426,321,337,339
28242,barbados,79,grenada,84,565,616,668,518,371,389,391
28243,barbados,79,guyana,110,2557,2792,3026,4640,6277,6594,6667
28244,barbados,79,haiti,85,0,0,0,24,32,33,32
28245,barbados,79,india,5,441,481,522,480,441,463,467
28246,barbados,79,jamaica,86,622,679,736,839,947,994,1004
28247,barbados,79,saint kitts and nevis,90,0,0,0,78,104,109,109
28248,barbados,79,saint lucia,91,3317,3621,3924,2991,2073,2177,2200
28249,barbados,79,saint vincent and the grenadines,92,3676,4014,4350,3648,2964,3114,3148
28250,barbados,79,suriname,113,0,0,0,33,45,47,46
28251,barbados,79,trinidad and tobago,93,1750,1910,2070,1740,1419,1490,1506
28252,barbados,79,united kingdom,50,2988,3262,3535,2955,2389,2509,2537
28467,cayman islands,80,argentina,103,3,7,13,12,12,12,12
28469,cayman islands,80,austria,66,15,30,52,47,47,50,55
28470,cayman islands,80,bahamas,78,58,110,190,172,171,185,205
28471,cayman islands,80,barbados,79,64,121,209,180,169,183,203
28472,cayman islands,80,belgium,67,3,7,13,12,12,12,12
28474,cayman islands,80,brazil,105,21,42,73,66,66,71,78
28475,cayman islands,80,belize,95,110,208,359,326,323,352,392
28477,cayman islands,80,colombia,107,72,136,235,296,385,419,467
28478,cayman islands,80,costa rica,96,87,165,284,193,120,130,144
28479,cayman islands,80,cuba,81,232,437,753,693,695,757,844
28480,cayman islands,80,denmark,39,5,11,19,18,18,18,19
28481,cayman islands,80,dominican republic,83,20,39,68,62,61,66,72
28482,cayman islands,80,finland,42,2,6,11,10,10,9,10
28483,cayman islands,80,france,68,11,22,40,36,36,38,41
28484,cayman islands,80,germany,69,42,81,140,127,126,136,151
28485,cayman islands,80,grenada,84,4,9,17,16,16,16,17
28486,cayman islands,80,guyana,110,60,114,198,241,308,335,373
28487,cayman islands,80,haiti,85,5,11,19,18,18,18,19
28488,cayman islands,80,honduras,99,747,678,777,1176,1682,1833,2046
28489,cayman islands,80,india,5,44,84,144,324,535,582,648
28490,cayman islands,80,iran,6,2,6,11,10,10,9,10
28491,cayman islands,80,ireland,44,79,150,258,225,213,231,257
28492,cayman islands,80,israel,17,3,7,13,12,12,12,12
28493,cayman islands,80,italy,57,28,54,94,85,85,91,101
28494,cayman islands,80,jamaica,86,3767,4987,7468,8110,9472,10354,11540
28495,cayman islands,80,japan,177,6,13,22,20,20,20,21
28496,cayman islands,80,kenya,121,10,21,37,34,34,36,39
28498,cayman islands,80,mexico,100,12,24,42,38,38,40,43
28499,cayman islands,80,netherlands,73,11,22,40,36,36,38,41
28502,cayman islands,80,nicaragua,101,238,448,770,543,364,396,440
28504,cayman islands,80,nigeria,162,2,6,11,10,10,9,10
28505,cayman islands,80,pakistan,9,34,66,114,103,102,110,121
28506,cayman islands,80,panama,102,42,81,140,127,126,136,151
28507,cayman islands,80,peru,112,4,8,15,14,15,15,16
28508,cayman islands,80,philippines,179,33,64,111,879,1730,1885,2104
28509,cayman islands,80,puerto rico,88,14,28,49,44,45,48,53
28510,cayman islands,80,saint lucia,91,2,6,11,10,10,9,10
28511,cayman islands,80,saint vincent and the grenadines,92,9,18,32,29,30,32,34
28512,cayman islands,80,south africa,115,11,22,40,36,36,38,41
28513,cayman islands,80,zimbabwe,133,5,11,19,18,18,18,19
28514,cayman islands,80,spain,65,8,16,29,27,28,29,32
28515,cayman islands,80,switzerland,74,24,47,82,75,75,81,89
28517,cayman islands,80,trinidad and tobago,93,112,211,363,312,289,314,350
28518,cayman islands,80,united kingdom,50,1040,1411,2134,1965,1969,2146,2394
28520,cayman islands,80,"tanzania, united republic of",131,4,8,15,14,15,15,16
28523,cayman islands,80,zambia,132,2,6,11,10,10,9,10
28573,cuba,81,albania,51,242,184,226,40,6,1,0
28574,cuba,81,algeria,141,103,78,54,35,22,13,8
28575,cuba,81,angola,134,218,165,106,84,63,44,30
28576,cuba,81,argentina,103,373,283,190,134,90,58,35
28578,cuba,81,bulgaria,30,296,225,164,95,52,27,13
28580,cuba,81,chile,106,393,298,186,155,123,92,67
28581,cuba,81,china,172,658,499,351,223,134,76,42
28582,cuba,81,colombia,107,353,268,173,132,95,65,42
28583,cuba,81,czechia,31,406,308,219,136,80,44,24
28584,cuba,81,dominican republic,83,267,203,146,87,49,27,14
28585,cuba,81,ecuador,108,135,102,58,60,58,53,47
28586,cuba,81,france,68,328,249,151,134,113,90,69
28587,cuba,81,germany,69,752,570,364,289,217,155,106
28589,cuba,81,grenada,84,180,137,0,0,0,0,0
28590,cuba,81,guatemala,98,153,116,75,56,41,27,18
28591,cuba,81,haiti,85,2063,1564,1226,607,284,126,54
28592,cuba,81,hungary,32,155,118,84,50,28,16,9
28593,cuba,81,italy,57,492,373,194,246,295,337,371
28594,cuba,81,jamaica,86,656,497,353,218,129,71,38
28595,cuba,81,lebanon,20,123,94,65,42,26,14,9
28596,cuba,81,mexico,100,889,674,440,331,237,161,106
28597,cuba,81,nicaragua,101,595,451,294,223,160,109,71
28598,cuba,81,panama,102,184,140,98,61,37,21,11
28599,cuba,81,peru,112,191,145,88,78,65,52,39
28600,cuba,81,poland,33,211,160,115,69,40,21,11
28601,cuba,81,puerto rico,88,272,206,155,84,44,21,10
28602,cuba,81,romania,35,153,116,65,68,69,66,60
28603,cuba,81,russia,36,4491,3404,2342,1563,989,593,343
28604,cuba,81,spain,65,10703,8112,5917,3449,1908,999,505
28605,cuba,81,ukraine,38,1367,1036,694,493,332,212,131
28606,cuba,81,united kingdom,50,110,84,49,47,43,37,31
28750,dominica,82,antigua and barbuda,76,184,243,290,357,379,442,451
28752,dominica,82,bahamas,78,5,6,7,8,10,12,11
28753,dominica,82,barbados,79,61,80,95,117,143,167,169
28756,dominica,82,china,172,14,19,23,27,33,38,37
28757,dominica,82,cuba,81,5,6,7,8,10,12,11
28758,dominica,82,france,68,29,38,45,56,69,80,80
28759,dominica,82,french guiana,109,8,11,13,16,20,23,22
28760,dominica,82,germany,69,11,14,17,21,26,30,29
28762,dominica,82,guyana,110,69,91,108,133,163,190,193
28763,dominica,82,haiti,85,561,732,873,1071,3071,2453,2537
28764,dominica,82,india,5,10,13,15,19,24,28,27
28765,dominica,82,jamaica,86,47,62,74,91,111,129,130
28766,dominica,82,lebanon,20,12,16,19,23,29,34,33
28768,dominica,82,montserrat,87,59,78,93,114,139,162,164
28769,dominica,82,netherlands,73,4,5,6,7,9,10,9
28770,dominica,82,aruba,77,17,22,26,32,40,47,46
28771,dominica,82,nigeria,162,18,24,29,35,43,50,50
28772,dominica,82,puerto rico,88,6,8,10,12,14,16,15
28773,dominica,82,saint kitts and nevis,90,23,30,36,44,54,63,63
28774,dominica,82,anguilla,75,7,9,11,13,16,19,18
28775,dominica,82,saint lucia,91,102,135,161,198,241,281,286
28776,dominica,82,saint vincent and the grenadines,92,45,60,72,88,107,125,126
28777,dominica,82,suriname,113,7,9,11,13,16,19,18
28778,dominica,82,syrian,25,6,8,10,12,14,16,15
28779,dominica,82,trinidad and tobago,93,111,147,175,215,262,306,312
28780,dominica,82,united kingdom,50,230,304,362,446,543,633,647
28832,dominican republic,83,antigua and barbuda,76,266,296,325,248,171,179,186
28833,dominican republic,83,argentina,103,2642,2935,3227,2126,1020,1071,1116
28835,dominican republic,83,austria,66,965,1072,1179,689,198,207,214
28836,dominican republic,83,bahamas,78,91,101,111,74,38,39,40
28837,dominican republic,83,bahrain,13,21,24,26,23,21,21,21
28838,dominican republic,83,belgium,67,490,544,598,422,245,256,266
28840,dominican republic,83,bhutan,4,9,10,11,10,9,8,8
28842,dominican republic,83,bosnia and herzegovina,53,6,7,7,6,6,5,5
28843,dominican republic,83,brazil,105,950,1055,1160,888,614,644,671
28845,dominican republic,83,bulgaria,30,357,397,436,254,71,73,76
28846,dominican republic,83,burundi,116,3,4,4,4,4,3,3
28848,dominican republic,83,cameroon,135,3,4,4,13,23,23,23
28850,dominican republic,83,cabo verde,153,3,4,4,4,4,3,3
28852,dominican republic,83,chad,136,3,4,4,4,4,3,3
28853,dominican republic,83,chile,106,1891,2101,2310,1458,603,633,661
28854,dominican republic,83,china,172,3613,4013,4413,2916,1413,3776,3942
28855,dominican republic,83,colombia,107,4697,5217,5737,4586,3432,2838,2962
28857,dominican republic,83,costa rica,96,1552,1724,1896,1096,293,307,320
28858,dominican republic,83,cuba,81,6824,7580,8335,5999,3656,3259,3402
28859,dominican republic,83,czechia,31,12,14,15,22,29,29,29
28860,dominican republic,83,denmark,39,70,78,85,55,25,25,25
28861,dominican republic,83,dominica,82,24,27,29,22,15,14,14
28862,dominican republic,83,ecuador,108,950,1055,1160,858,554,581,605
28863,dominican republic,83,el salvador,97,366,407,447,351,255,267,278
28864,dominican republic,83,finland,42,45,50,55,41,27,27,27
28865,dominican republic,83,france,68,2524,2804,3083,2515,1945,3731,3894
28867,dominican republic,83,germany,69,5084,5647,6209,3899,1582,1857,1938
28868,dominican republic,83,greece,56,94,105,115,88,61,63,65
28870,dominican republic,83,guatemala,98,475,528,580,495,408,428,446
28871,dominican republic,83,guyana,110,45,50,55,39,23,23,23
28872,dominican republic,83,haiti,85,187210,207931,228652,270852,313363,475084,496112
28873,dominican republic,83,honduras,99,433,481,529,467,404,424,442
28874,dominican republic,83,hungary,32,51,57,62,41,21,21,21
28875,dominican republic,83,india,5,287,319,351,221,91,94,97
28876,dominican republic,83,iran,6,70,78,85,57,30,30,31
28877,dominican republic,83,iraq,16,6,7,7,17,27,27,27
28878,dominican republic,83,ireland,44,51,57,62,47,32,32,33
28879,dominican republic,83,israel,17,185,206,226,143,59,61,63
28880,dominican republic,83,italy,57,6960,7731,8501,6061,3612,4192,4375
28881,dominican republic,83,jamaica,86,421,468,514,321,127,132,137
28882,dominican republic,83,japan,177,1256,1395,1534,933,329,345,359
28883,dominican republic,83,kazakhstan,167,3,4,4,7,11,10,10
28885,dominican republic,83,lebanon,20,717,797,876,511,143,149,154
28887,dominican republic,83,malta,58,33,37,40,32,25,25,25
28889,dominican republic,83,mexico,100,1737,1930,2122,1775,1426,1497,1563
28891,dominican republic,83,morocco,144,21,24,26,29,33,33,34
28892,dominican republic,83,netherlands,73,578,642,706,636,565,593,617
28893,dominican republic,83,aruba,77,330,367,403,278,153,160,167
28894,dominican republic,83,nicaragua,101,415,461,507,393,279,292,303
28895,dominican republic,83,nigeria,162,42,47,51,38,25,25,25
28896,dominican republic,83,norway,48,67,75,82,67,53,54,56
28897,dominican republic,83,pakistan,9,166,185,203,139,76,79,81
28898,dominican republic,83,panama,102,699,777,854,787,721,756,789
28899,dominican republic,83,paraguay,111,61,68,75,50,25,25,25
28900,dominican republic,83,peru,112,1991,2212,2432,1897,1360,1428,1489
28901,dominican republic,83,philippines,179,115,128,140,94,49,50,51
28902,dominican republic,83,poland,33,475,528,580,312,43,44,45
28903,dominican republic,83,portugal,61,160,178,195,149,102,106,110
28904,dominican republic,83,puerto rico,88,8767,9738,10708,8253,5789,4578,4780
28905,dominican republic,83,romania,35,30,34,37,39,42,43,44
28906,dominican republic,83,russia,36,287,319,351,405,460,482,503
28908,dominican republic,83,saint kitts and nevis,90,76,85,93,112,131,137,142
28909,dominican republic,83,anguilla,75,139,155,170,101,33,33,34
28911,dominican republic,83,saudi arabia,23,24,27,29,23,18,17,17
28912,dominican republic,83,serbia,63,180,200,220,145,70,72,75
28913,dominican republic,83,south africa,115,242,269,296,154,11,10,10
28914,dominican republic,83,spain,65,7354,8168,8982,7852,6721,6967,7272
28915,dominican republic,83,suriname,113,103,115,126,76,27,27,27
28916,dominican republic,83,sweden,49,369,410,451,261,71,73,76
28917,dominican republic,83,switzerland,74,2140,2377,2614,1806,995,1044,1088
28918,dominican republic,83,syrian,25,76,85,93,59,25,25,25
28919,dominican republic,83,trinidad and tobago,93,100,111,122,72,23,23,23
28920,dominican republic,83,turkey,26,73,81,89,59,30,30,31
28921,dominican republic,83,turks and caicos islands,94,3,4,4,19,34,34,35
28922,dominican republic,83,ukraine,38,121,135,148,110,73,75,77
28923,dominican republic,83,north macedonia,60,6,7,7,16,26,26,26
28924,dominican republic,83,united kingdom,50,581,646,710,586,460,482,503
28927,dominican republic,83,uruguay,114,1625,1805,1985,1082,174,182,189
28979,grenada,84,antigua and barbuda,76,22,28,35,36,38,38,39
28980,grenada,84,bahamas,78,17,22,27,28,30,30,30
28981,grenada,84,barbados,79,101,131,161,168,176,178,180
28984,grenada,84,dominica,82,42,54,67,70,74,74,74
28985,grenada,84,guyana,110,324,316,308,322,337,341,365
28986,grenada,84,jamaica,86,65,85,105,109,114,115,117
28987,grenada,84,montserrat,87,6,7,9,9,10,10,10
28988,grenada,84,saint kitts and nevis,90,9,11,14,14,15,15,15
28989,grenada,84,saint lucia,91,92,119,147,154,162,163,165
28990,grenada,84,saint vincent and the grenadines,92,325,333,341,357,373,377,398
28991,grenada,84,trinidad and tobago,93,1647,1813,1980,2075,2170,2196,2291
29116,haiti,85,argentina,103,466,442,419,398,417,437,456
29117,haiti,85,austria,66,170,161,152,144,151,158,164
29119,haiti,85,chile,106,333,316,300,284,298,312,326
29120,haiti,85,china,172,348,330,313,297,311,326,341
29121,haiti,85,colombia,107,828,786,746,708,743,780,815
29122,haiti,85,costa rica,96,274,260,246,233,244,256,267
29123,haiti,85,cuba,81,1203,1142,1084,1029,1080,1133,1185
29124,haiti,85,dominican republic,83,2406,2285,2170,2061,2164,2272,2377
29125,haiti,85,france,68,445,422,400,379,397,416,434
29126,haiti,85,germany,69,896,851,808,767,805,845,883
29127,haiti,85,italy,57,1227,1165,1106,1050,1102,1157,1210
29128,haiti,85,japan,177,221,209,198,188,197,206,215
