,destination,destination_id,origin,origin_id,1990,1995,2000,2005,2010,2015,2020
6857,kenya,121,south sudan,129,3332,28584,41894,33359,27160,47883,61402
6858,kenya,121,sudan,145,467,21845,28061,42192,13275,5133,5016
6859,kenya,121,uganda,130,42091,62323,124611,144595,153956,157796,138939
6860,kenya,121,"tanzania, united republic of",131,35782,38837,25674,21801,19347,19823,17437
6910,madagascar,122,china,172,827,738,820,906,1005,1112,1234
6911,madagascar,122,comoros,117,4565,4070,4540,5042,5605,6238,6917
6912,madagascar,122,france,68,3725,3321,3705,4115,4583,5102,5658
6913,madagascar,122,india,5,648,580,647,723,808,900,998
6963,malawi,123,burundi,116,258,3208,3082,2929,2873,3581,5869
6964,malawi,123,congo,137,401,858,824,783,768,655,562
6965,malawi,123,congo,137,488,1321,1269,1255,2561,6293,14928
6966,malawi,123,india,5,588,1455,1397,1328,1303,1112,954
6967,malawi,123,mozambique,125,527139,31892,30625,29103,28545,24353,20897
6968,malawi,123,rwanda,126,821,2725,2617,2487,3416,2915,3231
6969,malawi,123,somalia,128,78,35,33,83,49,41,58
6970,malawi,123,south africa,115,395,4136,3968,3767,3693,3140,2703
6971,malawi,123,united kingdom,50,399,853,819,778,763,650,558
6972,malawi,123,"tanzania, united republic of",131,1118,4777,4583,4351,4265,3626,3123
6973,malawi,123,zambia,132,1076,19569,18764,17803,17447,14802,12773
6974,malawi,123,zimbabwe,133,1124,18156,17417,16533,16206,13773,11865
7024,mauritius,124,bangladesh,3,21,55,102,1190,2463,3103,3118
7025,mauritius,124,belgium,67,60,29,12,45,80,93,94
7027,mauritius,124,sri lanka,10,2,5,9,103,223,299,303
7028,mauritius,124,china,172,270,628,849,774,952,1187,1199
7029,mauritius,124,france,68,374,367,504,604,763,909,918
7030,mauritius,124,germany,69,33,39,61,57,59,71,72
7031,mauritius,124,hong kong,173,49,27,16,14,13,16,16
7032,mauritius,124,india,5,252,1171,2685,4312,6223,7235,7334
7033,mauritius,124,ireland,44,14,8,3,13,23,28,28
7034,mauritius,124,italy,57,17,31,57,62,72,86,87
7035,mauritius,124,japan,177,12,6,3,3,3,4,4
7036,mauritius,124,madagascar,122,22,174,409,691,1038,1247,1261
7038,mauritius,124,pakistan,9,1,2,3,32,66,81,82
7039,mauritius,124,russia,36,9,10,12,14,18,22,22
7040,mauritius,124,seychelles,127,12,14,18,25,36,46,47
7041,mauritius,124,south africa,115,72,83,120,166,233,285,288
7042,mauritius,124,spain,65,10,5,2,9,15,18,18
7043,mauritius,124,switzerland,74,44,21,9,37,66,77,77
7044,mauritius,124,united kingdom,50,304,213,196,182,189,229,232
7147,mozambique,125,angola,134,7741,10688,12090,15266,17338,17974,19087
7148,mozambique,125,burundi,116,334,461,522,660,883,2880,4099
7149,mozambique,125,cabo verde,153,1410,1946,2207,2811,3193,3310,3511
7150,mozambique,125,congo,137,1254,1732,1960,2478,2813,4813,5597
7151,mozambique,125,india,5,596,821,940,1229,1396,1448,1529
7152,mozambique,125,kenya,121,4831,6671,7539,9491,10777,11174,11870
7153,mozambique,125,lesotho,149,1420,1962,2207,2736,3104,3219,3425
7154,mozambique,125,malawi,123,12624,17427,19734,25004,28401,29444,31253
7155,mozambique,125,nigeria,162,1036,1431,1616,2031,2306,2392,2540
7156,mozambique,125,pakistan,9,341,471,539,705,802,832,879
7157,mozambique,125,portugal,61,1135,1565,1793,2354,2679,2778,2935
7158,mozambique,125,seychelles,127,3171,4380,4936,6162,6996,7252,7713
7159,mozambique,125,south africa,115,4066,5613,6356,8054,9149,9485,10068
7160,mozambique,125,zimbabwe,133,18895,26094,29480,37079,42104,43649,46377
7161,mozambique,125,"tanzania, united republic of",131,1543,2129,2415,3077,3495,3625,3843
7162,mozambique,125,zambia,132,1034,1428,1614,2030,2306,2391,2541
7266,rwanda,126,burundi,116,14038,20846,30140,36674,34923,68378,66047
7267,rwanda,126,congo,137,30697,44038,79600,95331,100320,112178,117125
7268,rwanda,126,kenya,121,555,845,1288,1519,1508,1498,1511
7269,rwanda,126,uganda,130,17682,24945,41063,48405,48077,47755,48366
7270,rwanda,126,"tanzania, united republic of",131,7947,12110,18453,21750,21605,21461,21755
7321,seychelles,127,bangladesh,3,4,8,12,84,155,176,180
7322,seychelles,127,belgium,67,15,16,17,14,11,14,14
7323,seychelles,127,sri lanka,10,179,246,314,343,372,427,436
7324,seychelles,127,china,172,43,66,89,243,398,449,459
7325,seychelles,127,cuba,81,9,14,19,18,16,19,19
7326,seychelles,127,france,68,69,80,90,97,103,122,124
7327,seychelles,127,germany,69,16,23,30,30,31,38,39
7328,seychelles,127,india,5,1012,1313,1614,2874,4133,4726,4821
7330,seychelles,127,italy,57,13,18,23,44,64,75,77
7331,seychelles,127,kenya,121,8,55,102,113,125,154,157
7332,seychelles,127,madagascar,122,4,22,40,305,570,647,660
7333,seychelles,127,maldives,7,0,0,0,10,21,25,25
7334,seychelles,127,mauritius,124,126,225,324,342,359,410,418
7335,seychelles,127,nepal,8,12,11,9,74,138,155,158
7336,seychelles,127,nigeria,162,14,19,25,30,34,43,44
7337,seychelles,127,pakistan,9,10,7,4,10,17,19,19
7339,seychelles,127,russia,36,33,19,5,18,32,39,41
7340,seychelles,127,somalia,128,9,10,11,24,37,42,42
7341,seychelles,127,south africa,115,35,165,296,215,133,155,157
7342,seychelles,127,spain,65,7,5,3,4,5,6,6
7344,seychelles,127,uganda,130,5,3,1,6,11,14,14
7345,seychelles,127,united kingdom,50,127,115,103,118,132,156,160
7395,somalia,128,ethiopia,120,234861,9490,293,608,13356,6821,11554
7396,somalia,128,eritrea,119,0,0,0,10,19,19,21
7397,somalia,128,yemen,28,0,0,0,0,0,2991,7083
7448,south sudan,129,chad,136,0,0,0,0,2960,3122,3200
7449,south sudan,129,congo,137,0,0,0,0,30314,48538,50750
7450,south sudan,129,egypt,142,0,0,0,0,2964,3099,3177
7451,south sudan,129,eritrea,119,0,0,0,0,1799,1999,2049
7452,south sudan,129,ethiopia,120,0,0,0,0,4410,6784,6953
7453,south sudan,129,india,5,0,0,0,0,747,852,873
7454,south sudan,129,kenya,121,0,0,0,0,5314,5757,5901
7455,south sudan,129,libya,143,0,0,0,0,83,86,88
7456,south sudan,129,mali,160,0,0,0,0,92,122,125
7457,south sudan,129,nigeria,162,0,0,0,0,1900,2131,2184
7458,south sudan,129,sudan,145,0,0,0,0,0,277121,285944
7459,south sudan,129,uganda,130,0,0,0,0,64430,77180,77903
7509,uganda,130,algeria,141,27,26,0,0,0,0,0
7510,uganda,130,bangladesh,3,10,8,23,20,23,18,16
7511,uganda,130,belgium,67,25,23,20,19,19,19,18
7512,uganda,130,burundi,116,30689,28498,8431,8879,11362,23154,25675
7514,uganda,130,china,172,98,91,240,231,231,231,215
7515,uganda,130,congo,137,32113,34931,39672,43223,76985,138217,187992
7516,uganda,130,cuba,81,115,108,15,15,15,15,15
7517,uganda,130,denmark,39,93,86,80,76,75,74,69
7518,uganda,130,ethiopia,120,83,88,148,171,975,1248,1458
7519,uganda,130,eritrea,119,0,0,20,72,3034,4598,7010
7520,uganda,130,france,68,158,147,142,136,136,136,127
7521,uganda,130,gambia,155,29,27,0,0,0,0,0
7522,uganda,130,germany,69,128,118,112,107,107,107,99
7523,uganda,130,ghana,156,10,9,0,0,0,0,0
7524,uganda,130,greece,56,21,19,17,16,17,16,15
7525,uganda,130,hungary,32,1,1,0,0,0,0,0
7526,uganda,130,india,5,932,871,2294,2200,2200,2202,2043
7527,uganda,130,italy,57,356,336,336,325,327,329,307
7529,uganda,130,japan,177,49,46,122,118,118,119,111
7530,uganda,130,kenya,121,14225,12926,16601,15703,16577,16315,14376
7531,uganda,130,north korea,176,42,40,104,100,100,100,92
7533,uganda,130,libya,143,20,18,1,0,0,0,0
7534,uganda,130,malawi,123,97,89,5,5,5,5,5
7535,uganda,130,mauritania,161,30,28,0,0,0,0,0
7536,uganda,130,mozambique,125,106,97,14,14,14,14,13
7537,uganda,130,netherlands,73,112,103,97,92,92,92,86
7538,uganda,130,nigeria,162,49,44,3,3,3,3,2
7539,uganda,130,norway,48,9,8,8,7,7,7,6
7540,uganda,130,pakistan,9,177,166,459,441,471,655,634
7541,uganda,130,russia,36,141,129,119,113,112,111,102
7542,uganda,130,rwanda,126,112201,68451,35711,37577,35404,35609,31945
7543,uganda,130,senegal,164,46,43,1,0,0,0,0
7544,uganda,130,somalia,128,261,571,700,1200,8930,17511,18356
7545,uganda,130,zimbabwe,133,46,42,3,2,2,2,1
7546,uganda,130,spain,65,23,20,18,17,17,17,16
7547,uganda,130,south sudan,129,0,0,0,0,0,131537,496575
7548,uganda,130,sudan,145,61466,133162,171428,167986,71323,30213,28093
7549,uganda,130,sweden,49,29,27,26,25,25,25,23
7550,uganda,130,togo,166,63,58,4,3,3,3,2
7551,uganda,130,egypt,142,35,33,1,0,0,0,0
7552,uganda,130,united kingdom,50,546,501,598,571,569,567,525
7553,uganda,130,"tanzania, united republic of",131,17908,16531,11258,10728,10681,10629,9838
7555,uganda,130,zambia,132,88,80,4,4,4,4,4
7605,"tanzania, united republic of",131,angola,134,427,571,607,688,708,751,669
7606,"tanzania, united republic of",131,botswana,147,54,74,79,91,94,99,89
7607,"tanzania, united republic of",131,burundi,116,114292,154898,319969,304249,56985,87663,113303
7609,"tanzania, united republic of",131,comoros,117,206,276,293,332,342,360,322
7610,"tanzania, united republic of",131,congo,137,7624,11149,11438,11743,12007,12399,10983
7611,"tanzania, united republic of",131,congo,137,9212,10698,57136,102486,30474,28415,33637
7612,"tanzania, united republic of",131,germany,69,348,442,466,519,532,473,419
7613,"tanzania, united republic of",131,india,5,2831,3591,3785,4111,4366,4583,4065
7614,"tanzania, united republic of",131,italy,57,207,263,278,310,318,333,295
7615,"tanzania, united republic of",131,kenya,121,14402,13607,12971,12415,11899,11734,10376
7616,"tanzania, united republic of",131,lesotho,149,53,72,76,93,98,74,66
7617,"tanzania, united republic of",131,malawi,123,3913,3861,3848,3822,3802,3751,3326
7618,"tanzania, united republic of",131,mauritius,124,70,94,100,113,117,104,92
7619,"tanzania, united republic of",131,mozambique,125,71441,29901,23874,18413,14125,7363,6523
7620,"tanzania, united republic of",131,namibia,150,224,299,319,338,373,393,349
7621,"tanzania, united republic of",131,pakistan,9,237,302,318,365,377,399,355
7622,"tanzania, united republic of",131,rwanda,126,35018,294994,25508,6780,2277,379,335
7623,"tanzania, united republic of",131,seychelles,127,129,172,184,208,214,258,220
7624,"tanzania, united republic of",131,somalia,128,281,2149,1916,2279,1208,1552,1375
7625,"tanzania, united republic of",131,south africa,115,248,332,353,400,412,433,384
7626,"tanzania, united republic of",131,eswatini,148,34,47,50,57,59,58,54
7627,"tanzania, united republic of",131,uganda,130,10298,8116,6381,4962,3576,2542,2253
7628,"tanzania, united republic of",131,united kingdom,50,390,495,522,593,610,448,396
7630,"tanzania, united republic of",131,zambia,132,8349,6664,6228,5515,4712,4261,3775
7631,"tanzania, united republic of",131,zimbabwe,133,292,390,415,439,486,344,304
7681,zambia,132,angola,134,62079,70558,120723,49394,18838,14033,16083
7683,zambia,132,botswana,147,175,86,42,121,423,371,537
7684,zambia,132,burundi,116,0,133,882,1941,1682,2519,3734
7685,zambia,132,cameroon,135,8,11,15,55,129,114,164
7687,zambia,132,china,172,72,93,120,295,701,617,874
7688,zambia,132,congo,137,52,205,2410,1998,4262,3741,5390
7689,zambia,132,congo,137,14121,16328,29971,37795,10588,13374,26500
7690,zambia,132,france,68,41,38,35,40,29,25,36
7691,zambia,132,germany,69,173,123,88,118,151,132,188
7692,zambia,132,ghana,156,340,199,117,120,119,105,150
7693,zambia,132,india,5,2155,1939,1765,2040,2518,2211,3171
7694,zambia,132,japan,177,99,93,88,78,50,44,64
7695,zambia,132,kenya,121,276,210,159,233,294,259,372
7696,zambia,132,malawi,123,10441,7573,4273,5954,6627,5115,6817
7697,zambia,132,mali,160,166,156,147,156,142,125,179
7698,zambia,132,mozambique,125,20691,1517,265,410,666,585,842
7699,zambia,132,namibia,150,1273,256,55,137,281,246,357
7700,zambia,132,nigeria,162,113,105,98,187,285,250,358
7701,zambia,132,rwanda,126,0,1220,1868,3517,3859,3387,4872
7702,zambia,132,senegal,164,99,119,143,132,107,95,135
7703,zambia,132,south africa,115,3240,1368,790,1117,1563,1372,1975
7704,zambia,132,zimbabwe,133,16834,11429,4446,6110,7838,5874,7737
7705,zambia,132,uganda,130,214,221,227,218,279,245,349
7706,zambia,132,egypt,142,134,80,48,68,104,91,129
7707,zambia,132,united kingdom,50,1090,787,569,634,680,597,858
7708,zambia,132,"tanzania, united republic of",131,3879,3455,2221,2599,2965,2176,3151
7759,zimbabwe,133,botswana,147,1681,1668,2288,2358,2113,2099,2193
7760,zimbabwe,133,malawi,123,40140,38762,53031,58125,59314,58915,61830
7761,zimbabwe,133,mozambique,125,268617,151935,112819,82953,67134,66675,69837
7762,zimbabwe,133,south africa,115,6508,8736,9709,10842,10787,10714,11210
7763,zimbabwe,133,united kingdom,50,10919,10344,13543,11061,6944,6896,7203
7764,zimbabwe,133,zambia,132,11251,13016,15020,17170,17226,17105,17969
8097,angola,134,cabo verde,153,1920,2151,2381,3049,3649,4138,4612
8098,angola,134,chad,136,6,6,7,9,11,13,1126
8099,angola,134,congo,137,190,210,230,292,347,392,445
8100,angola,134,congo,137,6411,7565,8719,11825,14666,36585,53856
8101,angola,134,guinea,157,63,69,76,96,115,3798,10804
8103,angola,134,mozambique,125,53,59,65,83,99,112,124
8104,angola,134,namibia,150,182,203,225,287,345,392,437
8105,angola,134,portugal,61,3379,3833,4287,3386,3191,2936,2616
8106,angola,134,rwanda,126,22,52,81,227,368,495,559
8107,angola,134,sao tome and principe,140,1609,1797,1985,2536,3030,2964,3315
8108,angola,134,south africa,115,1283,1435,1586,2029,2426,2752,3075
8109,angola,134,zambia,132,50,55,60,76,90,100,116
8159,cameroon,135,angola,134,0,0,0,1244,1038,1125,1313
8162,cameroon,135,chad,136,47150,43740,40330,37548,26284,17974,14739
8163,cameroon,135,congo,137,0,0,0,1475,1227,1339,1561
8164,cameroon,135,congo,137,0,0,0,2138,1772,1960,2285
8165,cameroon,135,benin,151,0,0,0,1348,1111,1250,1458
8166,cameroon,135,equatorial guinea,138,0,0,0,1600,1338,1441,1682
8167,cameroon,135,france,68,6377,5919,5460,2459,2035,2260,2636
8168,cameroon,135,gabon,139,0,0,0,535,445,487,569
8169,cameroon,135,germany,69,0,0,0,150,125,137,158
8170,cameroon,135,greece,56,0,0,0,128,104,121,140
8171,cameroon,135,guinea,157,0,0,0,2222,1854,2007,2340
8172,cameroon,135,italy,57,0,0,0,292,241,273,318
8173,cameroon,135,liberia,159,0,0,0,2045,1707,1843,2150
8174,cameroon,135,mali,160,0,0,0,5760,4674,5516,6430
8175,cameroon,135,netherlands,73,0,0,0,96,78,89,104
8177,cameroon,135,nigeria,162,60603,56266,51929,57127,49494,59156,76219
8178,cameroon,135,senegal,164,0,0,0,2561,2060,2494,2907
8179,cameroon,135,united kingdom,50,0,0,0,149,123,139,162
8303,chad,136,cameroon,135,16731,18156,19581,11414,13348,13908,15927
8305,chad,136,congo,137,386,419,452,262,307,389,446
8306,chad,136,congo,137,53,108,162,95,111,140,160
8307,chad,136,france,68,478,519,560,326,382,482,553
8308,chad,136,gabon,139,158,172,185,107,126,160,183
8309,chad,136,libya,143,592,642,693,404,472,597,685
8311,chad,136,nigeria,162,8001,8683,9365,919,1075,3008,5927
8312,chad,136,sudan,145,5144,10278,15412,112314,131350,146304,167570
8362,congo,137,angola,134,4907,8654,14697,7349,16751,21453,21206
8363,congo,137,cameroon,135,2036,2275,3118,2357,5202,6727,6658
8365,congo,137,chad,136,2103,2368,3263,2373,5323,6926,6860
8366,congo,137,china,172,260,299,419,273,643,852,846
8367,congo,137,congo,137,30736,52653,88538,123139,128758,87000,85974
8368,congo,137,cuba,81,49,51,65,71,137,167,164
8369,congo,137,benin,151,2084,2521,3627,3814,6245,8006,7915
8370,congo,137,equatorial guinea,138,260,288,393,309,670,861,851
8371,congo,137,france,68,4496,3121,2575,2020,4390,5643,5580
8372,congo,137,gabon,139,465,510,689,571,1212,1544,1525
8373,congo,137,germany,69,81,87,118,100,212,269,266
8374,congo,137,lebanon,20,220,247,339,252,560,726,719
8375,congo,137,mali,160,2459,5820,10731,7741,17427,22703,22494
8376,congo,137,mauritania,161,739,841,1169,802,1847,2426,2406
8377,congo,137,portugal,61,252,281,384,294,645,833,824
8378,congo,137,russia,36,304,325,430,401,814,1018,1003
8379,congo,137,rwanda,126,0,2890,6547,5052,11054,14246,14095
8380,congo,137,senegal,164,2583,3300,4897,5260,7740,10159,10077
8381,congo,137,togo,166,338,368,496,423,889,1127,1111
8432,congo,137,angola,134,225505,137155,159759,126071,125430,92911,88955
8433,congo,137,burundi,116,9725,63743,17996,17643,16273,16015,25896
8435,congo,137,congo,137,1823,2954,4645,4646,765,1163,1045
8436,congo,137,rwanda,126,11058,562103,42148,40235,59627,136928,125262
8437,congo,137,south sudan,129,54593,68135,58238,28235,2205,2317,41886
8438,congo,137,sudan,145,7651,7553,8163,8165,1237,678,581
8439,congo,137,uganda,130,8866,9780,11858,14772,17,1114,1003
8489,equatorial guinea,138,cameroon,135,133,176,218,322,425,535,643
8490,equatorial guinea,138,france,68,511,672,833,1252,1672,2121,2550
8491,equatorial guinea,138,gabon,139,36,47,59,87,116,146,175
8492,equatorial guinea,138,nigeria,162,48,63,78,116,154,195,234
8493,equatorial guinea,138,sao tome and principe,140,226,298,370,548,726,915,1101
8494,equatorial guinea,138,spain,65,189,249,309,458,607,765,920
8544,gabon,139,algeria,141,20,26,35,38,44,65,72
8545,gabon,139,angola,134,202,269,338,372,437,667,734
8546,gabon,139,belgium,67,84,112,142,157,185,285,314
8547,gabon,139,burundi,116,31,40,52,57,67,102,113
8548,gabon,139,cameroon,135,7765,10376,13073,14389,16991,26905,29575
8550,gabon,139,chad,136,841,1124,1411,1550,1818,2764,3038
8551,gabon,139,china,172,76,102,128,140,163,240,262
8552,gabon,139,congo,137,2338,3125,3941,4436,5142,8267,9085
8553,gabon,139,congo,137,1483,1983,2494,2741,3228,5019,5518
8554,gabon,139,benin,151,8142,10879,13703,15079,17795,28069,30855
8555,gabon,139,equatorial guinea,138,13227,17678,22273,24517,28964,45939,50494
8556,gabon,139,france,68,2806,3749,4716,5178,6087,9373,10303
8557,gabon,139,germany,69,15,20,26,29,33,51,56
8558,gabon,139,ghana,156,1678,2242,2809,3065,3564,5099,5609
8559,gabon,139,guinea,157,1136,1518,1904,2082,2430,3558,3913
8560,gabon,139,israel,17,3,4,4,5,7,11,11
8562,gabon,139,japan,177,5,7,9,10,12,18,19
8563,gabon,139,north korea,176,30,41,50,54,64,96,106
8565,gabon,139,lebanon,20,536,717,900,985,1152,1705,1875
8566,gabon,139,mali,160,10919,14595,18329,20083,23523,35336,38858
8567,gabon,139,morocco,144,109,145,182,200,238,377,415
8568,gabon,139,nigeria,162,5357,7164,8984,9826,11471,16850,18534
8569,gabon,139,rwanda,126,33,45,55,61,71,112,124
8570,gabon,139,sao tome and principe,140,940,1255,1585,1746,2066,3315,3645
8571,gabon,139,senegal,164,7506,10036,12576,13738,16001,23140,25454
8572,gabon,139,south africa,115,4,5,7,7,8,12,11
8573,gabon,139,syrian,25,5,7,8,9,10,16,18
8574,gabon,139,togo,166,3526,4712,5938,6535,7715,12218,13430
8575,gabon,139,tunisia,146,38,52,65,71,83,128,141
8577,gabon,139,burkina faso,152,1299,1738,2183,2394,2809,4271,4696
8627,sao tome and principe,140,angola,134,203,285,267,208,163,144,129
8628,sao tome and principe,140,cabo verde,153,2255,1650,1212,945,740,655,584
8629,sao tome and principe,140,equatorial guinea,138,122,111,100,77,60,53,47
8630,sao tome and principe,140,gabon,139,9,157,309,242,189,167,149
8631,sao tome and principe,140,mozambique,125,216,198,179,141,111,95,84
8632,sao tome and principe,140,portugal,61,111,113,113,88,69,61,55
8965,algeria,141,france,68,1162,707,252,199,207,225,233
8967,algeria,141,germany,69,3694,1987,281,222,225,243,253
8969,algeria,141,iraq,16,355,2064,3772,2983,3135,3404,3535
8970,algeria,141,italy,57,1767,1035,302,239,246,268,278
8971,algeria,141,jordan,18,1236,1234,1233,974,1032,1122,1165
8972,algeria,141,kuwait,19,841,820,799,632,680,739,768
8973,algeria,141,lebanon,20,720,612,504,398,410,444,461
8974,algeria,141,libya,143,1123,1195,1267,1001,1060,1152,1197
8976,algeria,141,russia,36,2328,1340,351,278,288,314,325
8977,algeria,141,saudi arabia,23,1953,2212,2472,1954,2092,2274,2361
8978,algeria,141,somalia,128,453,3511,6569,5193,5517,5992,6227
8979,algeria,141,sudan,145,5143,3009,875,692,733,795,828
8981,algeria,141,syrian,25,1966,1822,1677,1326,1405,3268,4080
8982,algeria,141,united kingdom,50,1195,774,353,279,290,315,326
8984,algeria,141,yemen,28,1522,1464,1405,1110,1183,1285,1335
9034,egypt,142,afghanistan,2,194,150,117,142,152,108,164
9035,egypt,142,albania,51,74,61,53,66,69,51,75
9036,egypt,142,algeria,141,183,189,209,281,283,245,318
9037,egypt,142,angola,134,12,10,10,13,14,11,16
9038,egypt,142,antigua and barbuda,76,7,6,6,7,7,6,8
9039,egypt,142,azerbaijan,12,22,22,23,28,30,21,31
9040,egypt,142,argentina,103,194,146,109,135,142,106,155
9042,egypt,142,austria,66,330,249,188,242,250,201,277
9043,egypt,142,bahamas,78,1,2,2,3,3,3,3
9044,egypt,142,bahrain,13,153,140,139,177,183,144,203
9045,egypt,142,bangladesh,3,89,121,164,196,211,147,227
9046,egypt,142,armenia,11,64,52,44,57,58,48,64
9047,egypt,142,belgium,67,337,256,196,249,259,203,286
9048,egypt,142,bosnia and herzegovina,53,12,17,23,29,30,23,33
9049,egypt,142,brazil,105,55,44,37,48,49,42,56
9051,egypt,142,bulgaria,30,35,26,20,26,27,23,30
9053,egypt,142,burundi,116,42,32,24,29,32,23,34
9054,egypt,142,belarus,29,105,90,82,107,110,90,121
9055,egypt,142,cameroon,135,118,93,76,92,99,71,107
9058,egypt,142,sri lanka,10,151,117,91,113,118,90,127
9059,egypt,142,chad,136,198,169,153,188,198,148,216
9060,egypt,142,chile,106,8,9,10,13,14,11,16
9061,egypt,142,china,172,394,370,375,460,486,356,528
9062,egypt,142,colombia,107,59,44,32,39,42,29,45
9063,egypt,142,comoros,117,381,443,540,652,696,493,753
9064,egypt,142,congo,137,23,29,37,45,48,35,50
9065,egypt,142,congo,137,62,59,61,75,79,59,86
9066,egypt,142,croatia,54,108,80,58,70,75,53,80
9067,egypt,142,cyprus,14,53,41,33,41,43,34,48
9068,egypt,142,czechia,31,114,83,60,78,80,66,89
9069,egypt,142,benin,151,44,34,26,31,34,24,35
9070,egypt,142,denmark,39,140,119,109,138,144,111,157
9071,egypt,142,ecuador,108,2,2,2,3,3,3,4
9072,egypt,142,el salvador,97,65,62,65,84,87,71,96
9073,egypt,142,ethiopia,120,227,203,195,253,259,3467,7067
9074,egypt,142,eritrea,119,180,179,192,243,794,1918,7924
9075,egypt,142,estonia,40,8,8,9,12,13,10,14
9076,egypt,142,finland,42,72,68,72,95,97,79,107
9077,egypt,142,france,68,1664,1317,1075,1354,1410,1089,1551
9078,egypt,142,djibouti,118,151,150,161,200,210,157,228
9079,egypt,142,gambia,155,29,22,16,19,20,14,21
9081,egypt,142,germany,69,5298,3965,2946,3706,3864,2975,4243
9082,egypt,142,ghana,156,168,143,128,156,166,119,179
9083,egypt,142,gibraltar,55,4,4,4,5,6,5,7
9084,egypt,142,greece,56,560,451,378,491,502,411,559
9085,egypt,142,guatemala,98,2,3,3,4,5,4,5
9086,egypt,142,guinea,157,172,128,95,114,123,86,132
9087,egypt,142,hungary,32,57,45,38,50,51,42,57
9088,egypt,142,india,5,487,507,568,701,738,547,804
9090,egypt,142,iran,6,73,66,63,78,82,62,90
9091,egypt,142,iraq,16,489,2007,3686,4691,4859,6474,8821
9092,egypt,142,ireland,44,45,34,26,34,35,29,40
9093,egypt,142,israel,17,585,427,303,377,396,297,432
9094,egypt,142,italy,57,2535,1969,1561,1969,2051,1586,2252
9096,egypt,142,japan,177,751,566,426,538,561,434,616
