Index,name,type,year,total_population_as_1_january_thousands,total_population_as_1_july_thousands,male_population_as_1_july_thousands,fem_population_as_1_july_thousands,population_density_as_1_july_persons_per_square_km,population_sex_ratio_as_1_july_males_per_100_fems,median_age_as_1_july_years,natural_change_births_minus_deaths_thousands,rate_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_childbearing_years,sex_ratio_at_birth_males_per_100_fem_births,total_deaths_thousands,male_deaths_thousands,fem_deaths_thousands,crude_death_rate_deaths_per_1000_population,life_expectancy_at_birth_both_sexes_years,male_life_expectancy_at_birth_years,fem_life_expectancy_at_birth_years,life_expectancy_at_age_15_both_sexes_years,male_life_expectancy_at_age_15_years,fem_life_expectancy_at_age_15_years,life_expectancy_at_age_65_both_sexes_years,male_life_expectancy_at_age_65_years,fem_life_expectancy_at_age_65_years,life_expectancy_at_age_80_both_sexes_years,male_life_expectancy_at_age_80_years,fem_life_expectancy_at_age_80_years,infant_deaths_under_age_1_thousands,infant_mortality_rate_infant_deaths_per_1000_live_births,live_births_surviving_to_age_1_thousands,underfive_deaths_under_age_5_thousands,underfive_mortality_deaths_under_age_5_per_1000_live_births,mortality_before_age_40_both_sexes_deaths_under_age_40_per_1000_live_births,male_mortality_before_age_40_deaths_under_age_40_per_1000_male_live_births,fem_mortality_before_age_40_deaths_under_age_40_per_1000_fem_live_births,mortality_before_age_60_both_sexes_deaths_under_age_60_per_1000_live_births,male_mortality_before_age_60_deaths_under_age_60_per_1000_male_live_births,fem_mortality_before_age_60_deaths_under_age_60_per_1000_fem_live_births,mortality_between_age_15_and_50_both_sexes_deaths_under_age_50_per_1000_alive_at_age_15,male_mortality_between_15_and_50_per_1000_15_yold_males,fem_mortality_between_15_and_50_per_1000_15_yold_fems,mortality_between_age_15_and_60_both_sexes_deaths_under_age_60_per_1000_alive_at_age_15,male_mortality_between_age_15_and_60_deaths_under_age_60_per_1000_males_alive_at_age_15,fem_mortality_between_age_15_and_60_deaths_under_age_60_per_1000_fems_alive_at_age_15,net_number_migrants_thousands,net_migration_rate_per_1000_population
1355,Upper-middle-income countries,Income Group,2005.0,2239778.347,2248162.636,1128749.283,1119413.353,41.818,100.834,29.863,17666.156,7.856,16768.578,0.746,92.915,33494.212,3367.453,14.895,1.826,0.831,26.731,111.2,15828.056,8824.357,7003.699,7.039,72.112,69.069,75.319,59.434,56.488,62.508,15.649,14.098,17.039,6.989,6.242,7.471,700.914,20.942,32878.719,869.559,26.039,70.101,83.953,55.451,175.767,221.805,127.663,76.307,99.825,52.027,148.318,193.511,101.538,-897.565,-0.399
1356,Upper-middle-income countries,Income Group,2006.0,2256546.925,2264739.476,1137076.9,1127662.576,42.126,100.835,30.236,17986.746,7.939,16385.102,0.723,95.871,33808.327,3371.924,14.922,1.833,0.836,26.86,111.3,15821.581,8792.302,7029.279,6.983,72.571,69.572,75.715,59.76,56.856,62.776,15.843,14.306,17.217,7.084,6.337,7.566,663.829,19.659,33226.166,818.576,24.336,67.248,80.745,52.963,170.286,215.096,123.629,74.176,96.884,50.721,144.388,188.337,99.048,-1601.604,-0.707
1357,Upper-middle-income countries,Income Group,2007.0,2272932.027,2281224.587,1145408.17,1135816.417,42.433,100.844,30.587,18268.928,8.005,16585.121,0.727,95.343,34243.382,3353.654,15.004,1.847,0.844,27.014,111.3,15974.454,8890.121,7084.333,6.999,72.909,69.898,76.066,59.977,57.056,63.013,15.957,14.395,17.36,7.134,6.36,7.64,631.322,18.468,33690.4,775.007,22.793,64.523,77.793,50.467,165.719,210.133,119.592,72.356,94.708,49.25,141.225,184.807,96.363,-1683.773,-0.738
1358,Upper-middle-income countries,Income Group,2008.0,2289517.148,2298622.269,1154198.606,1144423.663,42.756,100.854,30.908,18715.971,8.14,18210.242,0.792,87.519,34934.007,3368.127,15.194,1.875,0.857,27.136,111.3,16218.036,9002.425,7215.611,7.054,73.152,70.18,76.262,60.135,57.246,63.129,16.06,14.505,17.458,7.178,6.401,7.688,606.274,17.401,34402.887,746.574,21.59,62.718,75.334,49.347,162.836,206.39,117.747,71.184,92.724,48.921,139.326,182.086,95.443,-505.668,-0.22
1359,Upper-middle-income countries,Income Group,2009.0,2307727.39,2316978.214,1163471.511,1153506.704,43.098,100.864,31.201,19072.853,8.23,18501.649,0.799,86.752,35308.97,3333.541,15.236,1.886,0.865,27.22,111.2,16236.117,9007.679,7228.438,7.006,73.635,70.673,76.727,60.469,57.588,63.45,16.215,14.656,17.618,7.246,6.458,7.766,570.899,16.189,34809.092,696.92,19.904,58.582,70.74,45.691,155.633,198.26,111.596,67.672,88.481,46.151,133.855,175.675,91.011,-571.223,-0.246
1360,Upper-middle-income countries,Income Group,2010.0,2326229.039,2335530.129,1172831.367,1162698.762,43.443,100.871,31.478,18779.085,8.041,18602.179,0.796,87.079,35232.289,3221.74,15.085,1.876,0.862,27.293,111.1,16453.204,9125.138,7328.066,7.044,73.912,70.952,76.999,60.654,57.769,63.639,16.307,14.745,17.716,7.281,6.486,7.809,537.211,15.248,34762.396,658.671,18.779,56.303,68.183,43.698,151.677,193.748,108.233,65.556,85.9,44.48,130.954,172.27,88.623,-176.834,-0.076
1361,Upper-middle-income countries,Income Group,2011.0,2344831.218,2353897.471,1182080.657,1171816.815,43.785,100.876,31.756,18764.808,7.97,18132.506,0.77,90.019,35274.342,3158.948,14.983,1.876,0.864,27.328,110.9,16509.534,9163.181,7346.353,7.013,74.316,71.351,77.402,60.946,58.051,63.937,16.466,14.881,17.898,7.364,6.544,7.915,503.815,14.295,34832.921,614.46,17.482,53.425,64.984,41.154,146.378,187.529,103.902,62.813,82.498,42.383,126.973,167.389,85.563,-632.28,-0.269
1362,Upper-middle-income countries,Income Group,2012.0,2362963.724,2373431.107,1191916.538,1181514.569,44.148,100.88,32.034,20106.364,8.471,20934.766,0.882,78.588,36750.847,3120.906,15.483,1.956,0.902,27.409,110.9,16644.483,9250.627,7393.856,7.012,74.662,71.683,77.76,61.212,58.3,64.218,16.605,14.99,18.067,7.445,6.598,8.019,494.322,13.524,36316.072,600.505,16.563,51.124,62.338,39.205,141.995,182.415,100.272,60.503,79.648,40.606,123.54,163.233,82.859,828.424,0.349
1363,Upper-middle-income countries,Income Group,2013.0,2383898.49,2394150.073,1202350.769,1191799.304,44.533,100.885,32.319,18994.12,7.937,20503.167,0.856,80.975,35792.766,3050.206,14.957,1.91,0.884,27.478,110.6,16798.646,9313.412,7485.234,7.02,74.972,72.018,78.035,61.449,58.56,64.425,16.73,15.117,18.189,7.513,6.666,8.089,466.036,12.977,35387.007,567.221,15.836,49.012,59.844,37.487,138.123,177.483,97.505,58.623,77.201,39.298,120.537,159.185,80.923,1509.156,0.631
1364,Upper-middle-income countries,Income Group,2014.0,2404401.657,2414815.169,1212763.816,1202051.353,44.918,100.891,32.616,19321.45,8.003,20827.024,0.862,80.412,36339.968,2993.973,15.052,1.946,0.902,27.578,110.4,17018.518,9433.643,7584.875,7.049,75.251,72.297,78.311,61.651,58.758,64.629,16.826,15.195,18.302,7.571,6.714,8.158,446.398,12.31,35949.348,543.145,15.016,47.01,57.543,35.788,134.598,173.322,94.619,56.977,75.205,37.995,117.931,155.97,78.908,1505.626,0.624
1365,Upper-middle-income countries,Income Group,2015.0,2425228.681,2434787.661,1222794.868,1211992.793,45.289,100.891,32.93,17709.51,7.278,19117.96,0.785,88.299,34967.356,2828.619,14.369,1.883,0.876,27.716,110.0,17257.846,9574.084,7683.762,7.091,75.495,72.531,78.564,61.825,58.917,64.819,16.922,15.26,18.428,7.621,6.745,8.226,412.585,11.741,34608.91,503.464,14.272,45.368,55.613,34.438,131.665,169.829,92.239,55.683,73.604,36.991,115.83,153.356,77.289,1408.399,0.579
1366,Upper-middle-income countries,Income Group,2016.0,2444346.641,2453269.127,1231898.846,1221370.282,45.633,100.862,33.271,17942.965,7.313,17844.972,0.727,95.343,35470.443,2676.551,14.457,1.92,0.894,27.888,109.9,17527.478,9763.81,7763.668,7.144,75.718,72.69,78.861,61.972,58.997,65.044,17.026,15.314,18.581,7.677,6.767,8.311,392.057,11.074,35127.519,477.331,13.45,44.167,54.717,32.883,129.336,167.781,89.518,55.036,73.361,35.86,114.419,152.255,75.441,-97.942,-0.04
1367,Upper-middle-income countries,Income Group,2017.0,2462191.613,2471104.763,1240544.539,1230560.225,45.965,100.811,33.609,17426.007,7.052,17826.301,0.721,96.137,35299.615,2540.894,14.286,1.926,0.899,28.017,109.6,17873.608,10021.646,7851.962,7.234,75.906,72.807,79.139,62.094,59.042,65.261,17.076,15.273,18.729,7.696,6.72,8.388,370.013,10.475,34976.753,449.52,12.708,42.437,52.654,31.497,126.708,165.077,86.959,53.71,71.799,34.765,112.582,150.372,73.628,400.375,0.162
1368,Upper-middle-income countries,Income Group,2018.0,2480017.914,2487462.627,1248446.107,1239016.519,46.269,100.761,33.962,14286.179,5.746,14889.426,0.599,115.717,32174.808,2374.333,12.942,1.774,0.831,28.09,109.0,17888.629,9943.851,7944.778,7.196,76.259,73.245,79.372,62.419,59.455,65.467,17.279,15.514,18.877,7.809,6.865,8.469,336.844,10.334,31884.574,412.303,12.461,40.901,50.458,30.658,122.852,159.462,84.98,51.742,68.808,33.863,109.067,145.085,71.989,603.333,0.243
1369,Upper-middle-income countries,Income Group,2019.0,2494907.34,2501414.106,1255104.058,1246310.048,46.529,100.706,34.33,12809.46,5.122,13013.531,0.52,133.298,30941.79,2276.824,12.372,1.723,0.809,28.139,108.7,18132.33,10060.856,8071.474,7.25,76.478,73.478,79.572,62.608,59.653,65.639,17.388,15.612,18.992,7.871,6.92,8.536,314.946,10.125,30668.393,385.922,12.17,39.826,49.136,29.831,120.029,155.789,83.008,50.571,67.247,33.073,106.623,141.818,70.353,204.126,0.082
1370,Upper-middle-income countries,Income Group,2020.0,2507920.871,2512477.147,1260146.413,1252330.734,46.734,100.624,34.717,8436.147,3.36,9112.552,0.363,0.0,28262.938,2148.07,11.255,1.594,0.75,28.159,108.1,19826.791,11110.17,8716.621,7.895,75.745,72.616,79.029,61.813,58.729,65.038,16.982,15.091,18.73,7.69,6.643,8.447,279.134,9.751,28022.146,343.427,11.674,41.578,51.682,30.698,129.486,167.148,90.285,55.718,73.549,36.928,116.81,153.928,78.335,676.452,0.269
1371,Upper-middle-income countries,Income Group,2021.0,2517033.423,2519863.638,1263190.799,1256672.838,46.872,100.519,35.128,5483.75,2.176,5660.429,0.225,0.0,26664.282,2075.318,10.584,1.522,0.718,28.177,107.7,21180.532,11762.94,9417.592,8.408,75.282,72.199,78.522,61.346,58.306,64.53,16.69,14.87,18.365,7.483,6.516,8.175,264.793,9.849,26434.927,326.53,11.791,42.593,52.916,31.467,134.065,172.598,93.806,58.649,77.319,38.942,121.432,159.476,81.832,176.781,0.07
1372,Lower-middle-income countries,Income Group,1950.0,780249.873,788620.643,398975.618,389645.025,30.757,102.395,19.721,16213.637,20.561,16741.54,2.123,32.649,34347.639,5231.506,43.558,5.754,1.702,28.752,105.2,18134.002,9231.41,8902.592,22.997,41.129,40.837,41.409,45.302,44.795,45.826,10.928,10.552,11.283,4.759,4.604,4.882,6262.505,183.93,29961.004,9625.077,292.929,448.052,444.62,451.893,607.952,617.551,598.218,276.212,280.173,272.075,416.148,431.574,400.085,527.949,0.67
1373,Lower-middle-income countries,Income Group,1951.0,796991.413,805591.021,407730.177,397860.844,31.419,102.481,19.71,16707.177,20.742,17199.216,2.135,32.466,35110.78,5364.76,43.59,5.763,1.717,28.743,105.2,18403.603,9376.645,9026.958,22.848,41.431,41.151,41.699,45.359,44.862,45.874,10.928,10.561,11.275,4.764,4.613,4.884,6342.594,181.66,30680.939,9773.162,288.131,443.596,439.894,447.701,604.64,614.188,594.948,274.745,278.607,270.721,415.051,430.421,399.038,492.119,0.611
1374,Lower-middle-income countries,Income Group,1952.0,814190.629,823223.48,416816.057,406407.422,32.106,102.561,19.683,17703.409,21.505,18065.701,2.195,31.578,36166.659,5497.629,43.933,5.823,1.758,28.779,105.2,18463.25,9421.893,9041.357,22.428,42.036,41.738,42.324,45.565,45.04,46.109,11.008,10.624,11.37,4.805,4.636,4.941,6380.035,177.866,31696.869,9811.398,280.786,435.525,431.918,439.528,597.188,607.017,587.203,271.532,275.634,267.269,410.92,426.578,394.603,362.326,0.44
1375,Lower-middle-income countries,Income Group,1953.0,832256.33,841477.377,426218.246,415259.131,32.818,102.639,19.637,18394.971,21.857,18442.093,2.192,31.622,37017.431,5608.412,43.985,5.846,1.779,28.79,105.2,18622.46,9507.293,9115.167,22.128,42.453,42.159,42.737,45.679,45.151,46.227,11.072,10.69,11.432,4.829,4.662,4.965,6418.52,174.459,32527.693,9866.519,274.591,430.351,426.612,434.486,592.357,602.151,582.434,270.31,274.329,266.151,408.746,424.365,392.5,47.146,0.056
1376,Lower-middle-income countries,Income Group,1954.0,850698.423,860486.709,436009.448,424477.261,33.56,102.717,19.577,19441.346,22.59,19576.572,2.275,30.468,38000.531,5738.633,44.156,5.892,1.821,28.817,105.2,18559.185,9479.798,9079.387,21.566,43.222,42.921,43.513,46.068,45.538,46.617,11.187,10.799,11.554,4.875,4.697,5.021,6439.528,170.67,33489.936,9870.349,267.514,420.05,416.318,424.18,581.494,591.193,571.701,263.744,267.476,259.9,400.414,415.68,384.58,135.26,0.157
1377,Lower-middle-income countries,Income Group,1955.0,870274.995,880418.36,446271.498,434146.861,34.337,102.793,19.512,20186.159,22.926,20286.729,2.304,30.085,38745.859,5843.838,44.005,5.894,1.843,28.811,105.2,18559.7,9484.288,9075.412,21.079,43.853,43.55,44.145,46.374,45.848,46.918,11.287,10.882,11.673,4.921,4.728,5.081,6447.09,167.226,34236.86,9864.85,261.259,411.651,407.638,416.065,572.82,582.35,563.23,258.736,261.935,255.462,394.082,408.951,378.702,100.545,0.114
1378,Lower-middle-income countries,Income Group,1956.0,890561.724,901064.239,456898.865,444165.374,35.142,102.867,19.443,20939.52,23.236,21005.03,2.331,29.736,39584.221,5934.576,43.925,5.91,1.868,28.81,105.2,18644.701,9538.568,9106.133,20.689,44.352,44.021,44.676,46.58,46.022,47.159,11.342,10.928,11.735,4.95,4.755,5.112,6460.044,164.091,35062.191,9876.415,255.779,404.687,400.996,408.772,566.188,576.296,555.988,255.02,258.682,251.272,389.794,405.299,373.74,65.468,0.073
1379,Lower-middle-income countries,Income Group,1957.0,911566.754,922440.909,467899.081,454541.828,35.976,102.939,19.373,21776.42,23.603,21748.309,2.358,29.396,40528.067,6027.89,43.927,5.943,1.896,28.815,105.2,18751.647,9600.022,9151.625,20.324,44.83,44.484,45.17,46.758,46.182,47.356,11.382,10.957,11.787,4.978,4.777,5.146,6478.015,160.801,35989.099,9886.691,250.251,397.819,394.135,401.894,559.969,570.421,549.406,251.554,255.326,247.697,386.076,401.944,369.637,-28.084,-0.03
1380,Lower-middle-income countries,Income Group,1958.0,933315.063,944317.093,479163.861,465153.232,36.829,103.012,19.28,22504.945,23.822,22004.06,2.33,29.749,41339.261,6106.806,43.759,5.954,1.919,28.803,105.2,18834.316,9658.578,9175.738,19.937,45.321,44.928,45.709,46.957,46.332,47.609,11.443,11.008,11.861,5.019,4.812,5.195,6485.956,157.68,36797.627,9883.953,244.876,391.016,387.954,394.449,553.415,564.747,541.902,248.021,252.637,243.285,381.909,398.769,364.395,-500.771,-0.53
1381,Lower-middle-income countries,Income Group,1959.0,955319.123,966992.019,490821.467,476170.552,37.713,103.077,19.172,23289.233,24.081,23345.792,2.414,28.714,42120.625,6188.923,43.553,5.968,1.944,28.794,105.2,18831.392,9664.302,9167.09,19.472,45.877,45.486,46.265,47.218,46.606,47.854,11.503,11.075,11.917,5.027,4.842,5.189,6483.001,154.679,37579.448,9859.176,239.498,383.161,379.961,386.738,545.595,556.887,534.167,243.378,247.541,239.107,376.387,392.969,359.226,56.575,0.058
1382,Lower-middle-income countries,Income Group,1960.0,978664.915,990628.918,502931.542,487697.376,38.635,103.124,19.065,24037.838,24.26,23928.006,2.416,28.69,43026.259,6306.282,43.424,5.992,1.966,28.786,105.2,18988.421,9756.917,9231.504,19.164,46.251,45.821,46.68,47.324,46.665,48.012,11.579,11.137,12.008,5.076,4.878,5.25,6504.771,152.06,38464.504,9870.936,234.881,378.6,376.003,381.556,541.092,552.985,529.005,242.348,247.283,237.259,374.39,391.67,356.457,-109.859,-0.111
1383,Lower-middle-income countries,Income Group,1961.0,1002592.921,1014732.892,515266.172,499466.719,39.575,103.163,18.946,24563.931,24.201,24279.941,2.393,28.966,43683.071,6440.32,43.038,5.978,1.976,28.755,105.2,19119.14,9826.088,9293.052,18.837,46.625,46.183,47.066,47.443,46.772,48.143,11.648,11.197,12.086,5.102,4.896,5.284,6514.575,149.785,39120.479,9869.101,230.611,374.018,371.592,376.797,536.472,548.346,524.397,241.196,246.133,236.093,372.149,389.297,354.35,-283.992,-0.28
1384,Lower-middle-income countries,Income Group,1962.0,1026872.862,1039453.777,527927.811,511525.966,40.539,103.206,18.809,25431.476,24.459,25161.831,2.421,28.631,44690.41,6570.149,42.981,6.018,2.002,28.776,105.2,19258.934,9881.166,9377.768,18.522,47.036,46.636,47.432,47.62,47.008,48.254,11.715,11.265,12.149,5.127,4.915,5.312,6543.806,147.306,40098.655,9890.469,226.403,368.775,365.553,372.365,530.934,541.718,520.046,238.779,242.244,235.199,368.592,384.183,352.49,-269.554,-0.259
1385,Lower-middle-income countries,Income Group,1963.0,1052034.693,1064897.031,540972.13,523924.9,41.532,103.254,18.656,26081.397,24.485,25724.675,2.416,28.69,45477.65,6680.814,42.694,6.023,2.016,28.788,105.3,19396.253,9949.604,9446.649,18.209,47.427,47.03,47.819,47.797,47.198,48.419,11.795,11.332,12.241,5.167,4.937,5.368,6564.693,145.018,40876.834,9907.701,222.512,363.994,360.565,367.79,525.777,536.151,515.333,236.613,239.463,233.654,365.27,380.177,349.908,-356.644,-0.335
1386,Lower-middle-income countries,Income Group,1964.0,1077759.368,1090954.494,554329.203,536625.291,42.548,103.299,18.503,26729.892,24.495,26390.252,2.419,28.654,46224.327,6812.43,42.359,6.017,2.03,28.797,105.3,19494.435,10010.207,9484.228,17.864,47.864,47.431,48.296,48.011,47.376,48.67,11.869,11.393,12.329,5.199,4.96,5.408,6575.549,142.869,41616.786,9908.275,218.588,358.396,355.37,361.775,519.678,530.518,508.737,233.466,236.694,230.093,361.035,376.367,345.223,-339.69,-0.311
1387,Lower-middle-income countries,Income Group,1965.0,1104149.62,1116975.125,567621.238,549353.887,43.563,103.325,18.363,26111.079,23.37,25651.01,2.297,30.176,46881.063,7048.227,41.96,5.99,1.995,28.775,105.3,20769.984,10757.002,10012.982,18.59,46.739,46.046,47.457,47.188,46.204,48.232,11.663,11.179,12.132,5.148,4.912,5.353,6790.264,145.204,42130.76,10375.677,224.584,373.328,375.504,371.342,538.331,555.013,520.998,247.238,258.408,235.466,378.663,401.909,354.178,-460.068,-0.412
1388,Lower-middle-income countries,Income Group,1966.0,1129800.63,1143003.636,580893.737,562109.899,44.578,103.342,18.24,27031.692,23.641,26406.011,2.31,30.006,47476.741,7275.146,41.521,5.949,2.007,28.746,105.3,20445.049,10521.26,9923.789,17.88,47.7,47.189,48.215,47.879,47.164,48.625,11.75,11.271,12.211,5.174,4.945,5.369,6724.449,142.155,42766.956,10208.762,218.374,359.129,357.312,361.26,522.502,535.085,509.679,233.495,238.526,228.218,363.715,381.098,345.695,-625.656,-0.547
1389,Lower-middle-income countries,Income Group,1967.0,1156206.641,1169754.769,594550.29,575204.478,45.621,103.363,18.125,27658.983,23.637,27096.255,2.317,29.916,48172.263,7560.063,41.167,5.913,2.015,28.719,105.3,20513.28,10575.661,9937.619,17.53,48.172,47.597,48.757,48.166,47.381,48.988,11.725,11.238,12.195,5.175,4.949,5.366,6730.559,140.265,43456.836,10193.541,215.013,351.115,350.0,352.518,514.808,528.808,500.46,226.065,232.367,219.458,357.138,376.177,337.334,-562.658,-0.481
1390,Lower-middle-income countries,Income Group,1968.0,1183302.896,1197398.228,608656.892,588741.336,46.699,103.383,18.049,28718.434,23.976,28190.663,2.354,29.446,48880.435,7800.551,40.808,5.875,2.039,28.717,105.3,20162.001,10402.865,9759.136,16.832,49.149,48.533,49.779,48.617,47.803,49.468,11.791,11.309,12.255,5.213,4.997,5.394,6599.392,135.617,44254.954,9905.401,206.334,337.184,336.47,338.161,500.445,515.251,485.224,216.878,223.625,209.809,347.151,366.815,326.675,-527.739,-0.441
1391,Lower-middle-income countries,Income Group,1969.0,1211493.559,1225854.712,623175.867,602678.846,47.809,103.401,18.015,29357.716,23.94,28722.307,2.343,29.584,49623.051,8045.904,40.466,5.83,2.039,28.714,105.3,20265.335,10452.18,9813.155,16.526,49.584,48.972,50.21,48.88,48.082,49.716,11.791,11.313,12.25,5.228,5.024,5.398,6608.066,133.682,44993.208,9896.521,202.942,330.121,329.1,331.408,493.448,508.237,478.247,210.372,216.73,203.712,341.262,360.732,321.0,-635.506,-0.518
1392,Lower-middle-income countries,Income Group,1970.0,1240215.866,1254715.319,637904.885,616810.434,48.935,103.42,17.994,29766.228,23.713,28998.907,2.311,29.993,50487.933,8261.756,40.221,5.792,2.022,28.704,105.4,20721.705,10667.342,10054.363,16.508,49.559,48.995,50.133,48.92,48.178,49.693,11.797,11.333,12.242,5.268,5.074,5.428,6669.545,132.706,45811.3,10027.899,202.242,330.174,328.604,332.022,493.766,507.402,479.796,208.804,214.066,203.301,340.717,358.758,321.985,-767.226,-0.611
1393,Lower-middle-income countries,Income Group,1971.0,1269214.773,1283376.536,652417.445,630959.091,50.052,103.401,17.983,29229.553,22.765,28323.527,2.207,31.407,51468.262,8625.785,40.085,5.753,1.997,28.652,105.4,22238.709,11782.428,10456.281,17.32,48.17,46.772,49.689,47.422,45.591,49.43,11.588,11.04,12.121,5.273,5.055,5.453,6820.215,133.103,46685.798,10364.136,205.037,351.07,365.291,336.278,521.198,552.896,486.722,237.207,266.281,205.924,373.09,414.756,327.532,-906.013,-0.706
1394,Lower-middle-income countries,Income Group,1972.0,1297538.3,1313003.467,667461.928,645541.539,51.208,103.396,17.987,31665.719,24.107,30930.334,2.356,29.421,52313.353,8913.513,39.826,5.697,2.025,28.61,105.5,20647.634,10645.257,10002.377,15.719,50.688,50.057,51.332,49.511,48.688,50.368,12.015,11.534,12.475,5.429,5.233,5.589,6663.799,128.044,47637.578,9917.441,193.472,315.449,314.664,316.477,477.521,492.291,462.311,199.026,205.544,192.223,329.131,348.409,309.043,-735.361,-0.56
1395,Lower-middle-income countries,Income Group,1973.0,1328468.634,1344344.038,683539.768,660804.27,52.43,103.441,18.01,32576.826,24.222,31750.807,2.362,29.346,53206.411,9204.818,39.561,5.636,2.019,28.565,105.5,20629.585,10640.292,9989.293,15.339,51.242,50.6,51.898,49.845,49.012,50.712,12.193,11.696,12.668,5.537,5.331,5.707,6660.396,125.767,48534.153,9875.906,189.321,309.252,308.548,310.191,469.697,484.192,454.753,194.852,201.163,188.262,323.164,341.98,303.539,-826.001,-0.614
1396,Lower-middle-income countries,Income Group,1974.0,1360219.441,1376418.022,699994.296,676423.726,53.681,103.485,18.045,33343.078,24.214,32397.162,2.354,29.446,54016.833,9382.04,39.227,5.567,2.006,28.546,105.6,20673.755,10662.867,10010.888,15.013,51.722,51.083,52.374,50.114,49.291,50.969,12.328,11.815,12.817,5.622,5.406,5.801,6644.854,123.525,49357.97,9830.733,185.386,303.593,302.609,304.816,463.04,477.08,448.563,191.307,196.97,185.397,318.36,336.471,299.467,-945.917,-0.687
1397,Lower-middle-income countries,Income Group,1975.0,1392616.603,1409162.087,716710.973,692451.113,54.958,103.503,18.093,33769.818,23.956,33090.968,2.348,29.521,54693.818,9444.24,38.8,5.485,1.987,28.538,105.6,20924.0,10866.325,10057.675,14.844,51.91,51.081,52.77,50.077,49.034,51.174,12.43,11.885,12.95,5.703,5.465,5.9,6606.546,121.195,50065.205,9789.357,181.954,302.462,304.699,300.328,462.077,479.639,443.707,193.691,203.607,183.283,320.041,342.343,296.517,-678.871,-0.482
1398,Lower-middle-income countries,Income Group,1976.0,1425707.571,1442809.481,733799.603,709009.878,56.27,103.496,18.155,34739.838,24.07,34203.821,2.371,29.234,55690.763,9562.903,38.587,5.428,1.976,28.537,105.7,20950.925,10844.135,10106.79,14.517,52.415,51.69,53.16,50.347,49.486,51.244,12.558,11.995,13.095,5.759,5.514,5.963,6549.126,118.168,51094.925,9657.206,176.613,296.786,296.619,297.142,454.959,469.695,439.699,190.289,195.843,184.51,314.836,332.937,295.947,-535.991,-0.371
1399,Lower-middle-income countries,Income Group,1977.0,1459911.392,1477461.495,751394.132,726067.363,57.622,103.488,18.227,35799.255,24.222,35100.206,2.376,29.173,56386.249,9391.125,38.152,5.344,1.975,28.546,105.8,20586.994,10679.853,9907.141,13.93,53.434,52.643,54.252,51.006,50.059,51.996,12.629,12.021,13.213,5.78,5.514,6.002,6475.345,115.194,51848.127,9491.051,171.024,281.804,281.525,282.278,438.014,454.291,421.145,177.46,183.682,171.008,300.551,320.518,279.71,-698.975,-0.473
1400,Lower-middle-income countries,Income Group,1978.0,1495011.598,1512586.996,769192.869,743394.127,58.992,103.47,18.303,36779.766,24.3,35150.797,2.324,29.826,57391.886,9560.682,37.918,5.273,1.968,28.504,105.8,20612.12,10738.748,9873.372,13.618,53.961,53.048,54.914,51.205,50.114,52.356,12.627,11.982,13.246,5.768,5.486,6.003,6417.499,112.352,52885.839,9369.367,166.187,274.026,275.098,273.083,430.035,448.981,410.283,173.069,181.654,164.148,295.668,318.789,271.424,-1628.973,-1.076
