Index,name,type,year,total_population_as_1_january_thousands,total_population_as_1_july_thousands,male_population_as_1_july_thousands,fem_population_as_1_july_thousands,population_density_as_1_july_persons_per_square_km,population_sex_ratio_as_1_july_males_per_100_fems,median_age_as_1_july_years,natural_change_births_minus_deaths_thousands,rate_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_childbearing_years,sex_ratio_at_birth_males_per_100_fem_births,total_deaths_thousands,male_deaths_thousands,fem_deaths_thousands,crude_death_rate_deaths_per_1000_population,life_expectancy_at_birth_both_sexes_years,male_life_expectancy_at_birth_years,fem_life_expectancy_at_birth_years,life_expectancy_at_age_15_both_sexes_years,male_life_expectancy_at_age_15_years,fem_life_expectancy_at_age_15_years,life_expectancy_at_age_65_both_sexes_years,male_life_expectancy_at_age_65_years,fem_life_expectancy_at_age_65_years,life_expectancy_at_age_80_both_sexes_years,male_life_expectancy_at_age_80_years,fem_life_expectancy_at_age_80_years,infant_deaths_under_age_1_thousands,infant_mortality_rate_infant_deaths_per_1000_live_births,live_births_surviving_to_age_1_thousands,underfive_deaths_under_age_5_thousands,underfive_mortality_deaths_under_age_5_per_1000_live_births,mortality_before_age_40_both_sexes_deaths_under_age_40_per_1000_live_births,male_mortality_before_age_40_deaths_under_age_40_per_1000_male_live_births,fem_mortality_before_age_40_deaths_under_age_40_per_1000_fem_live_births,mortality_before_age_60_both_sexes_deaths_under_age_60_per_1000_live_births,male_mortality_before_age_60_deaths_under_age_60_per_1000_male_live_births,fem_mortality_before_age_60_deaths_under_age_60_per_1000_fem_live_births,mortality_between_age_15_and_50_both_sexes_deaths_under_age_50_per_1000_alive_at_age_15,male_mortality_between_15_and_50_per_1000_15_yold_males,fem_mortality_between_15_and_50_per_1000_15_yold_fems,mortality_between_age_15_and_60_both_sexes_deaths_under_age_60_per_1000_alive_at_age_15,male_mortality_between_age_15_and_60_deaths_under_age_60_per_1000_males_alive_at_age_15,fem_mortality_between_age_15_and_60_deaths_under_age_60_per_1000_fems_alive_at_age_15,net_number_migrants_thousands,net_migration_rate_per_1000_population
1038,Land-locked Developing Countries (LLDC),Special other,1977.0,195640.246,197743.255,97633.231,100110.024,11.98,97.526,17.271,5042.315,25.441,4206.018,2.127,32.588,8546.118,1251.865,43.12,6.155,2.128,29.486,104.5,3503.803,1846.528,1657.275,17.679,47.966,45.815,50.149,48.113,46.017,50.181,11.981,11.124,12.677,5.29,4.909,5.557,1087.583,128.111,7797.236,1770.901,213.434,360.105,380.06,339.733,519.033,559.77,477.828,232.508,261.36,203.56,359.526,406.145,313.618,-836.307,-4.22
1039,Land-locked Developing Countries (LLDC),Special other,1978.0,199846.264,202099.896,99747.666,102352.23,12.244,97.455,17.304,5160.424,25.488,4507.263,2.23,31.083,8715.153,1275.777,43.046,6.128,2.13,29.503,104.5,3554.729,1881.326,1673.403,17.558,48.141,45.847,50.486,48.125,45.837,50.409,12.003,11.12,12.72,5.31,4.918,5.582,1097.462,126.749,7959.332,1788.019,211.15,358.096,380.439,335.225,516.971,560.781,472.239,232.827,265.53,199.811,359.105,409.774,308.635,-653.124,-3.226
1040,Land-locked Developing Countries (LLDC),Special other,1979.0,204353.527,206236.12,101755.724,104480.395,12.495,97.392,17.331,5341.389,25.796,3765.186,1.826,37.96,8925.551,1317.614,43.105,6.11,2.138,29.48,104.5,3584.162,1897.047,1687.115,17.309,48.535,46.232,50.891,48.305,46.008,50.598,12.05,11.156,12.774,5.337,4.934,5.616,1102.194,124.448,8165.247,1795.41,207.398,352.804,375.028,330.088,511.352,555.362,466.342,230.042,262.646,197.154,355.263,405.964,304.645,-1576.216,-7.612
1041,Land-locked Developing Countries (LLDC),Special other,1980.0,208118.713,209827.644,103595.206,106232.439,12.712,97.517,17.354,5478.792,25.979,3417.863,1.629,42.55,9072.855,1332.736,43.021,6.079,2.14,29.483,104.5,3594.063,1899.556,1694.507,17.042,48.947,46.669,51.271,48.548,46.279,50.805,12.112,11.22,12.829,5.374,4.966,5.651,1104.311,122.539,8311.368,1798.168,204.146,347.456,369.163,325.304,504.966,548.375,460.611,226.178,258.03,194.134,350.023,399.812,300.33,-2060.919,-9.772
1042,Land-locked Developing Countries (LLDC),Special other,1981.0,211536.576,213449.057,105455.07,107993.987,12.932,97.649,17.375,5654.11,26.37,3824.962,1.792,38.68,9227.881,1340.433,43.038,6.057,2.151,29.468,104.5,3573.771,1887.532,1686.239,16.668,49.477,47.203,51.788,48.821,46.56,51.06,12.183,11.284,12.902,5.421,4.999,5.702,1095.564,119.684,8470.463,1782.581,199.611,340.302,361.503,318.623,497.235,540.568,453.135,221.689,252.962,190.327,344.367,393.812,295.214,-1829.221,-8.531
1043,Land-locked Developing Countries (LLDC),Special other,1982.0,215361.538,218002.277,107715.611,110286.666,13.208,97.669,17.395,5788.075,26.514,5281.478,2.423,28.607,9386.068,1356.851,42.996,6.029,2.155,29.45,104.5,3597.993,1905.623,1692.37,16.482,49.733,47.353,52.161,48.779,46.395,51.155,12.191,11.29,12.909,5.443,5.013,5.723,1087.404,116.707,8633.912,1772.189,195.11,337.097,360.286,313.334,494.908,540.378,448.309,222.946,256.914,188.771,345.246,397.186,293.2,-506.569,-2.321
1044,Land-locked Developing Countries (LLDC),Special other,1983.0,220643.016,223297.495,110345.418,112952.077,13.528,97.692,17.406,5709.718,25.543,5308.959,2.378,29.148,9648.119,1387.765,43.161,6.019,2.092,29.434,104.5,3938.401,2077.365,1861.036,17.618,48.1,45.83,50.418,48.07,45.728,50.409,11.954,11.069,12.66,5.385,4.957,5.66,1181.712,123.284,8832.12,1957.787,208.851,357.715,380.226,334.69,518.017,561.905,472.926,233.866,268.084,199.439,360.154,411.792,308.186,-400.752,-1.793
1045,Land-locked Developing Countries (LLDC),Special other,1984.0,225951.975,228883.986,113107.621,115776.365,13.867,97.695,17.393,5874.563,25.66,5864.022,2.562,27.055,9917.476,1425.121,43.319,6.015,2.095,29.388,104.6,4042.913,2138.022,1904.891,17.659,47.981,45.619,50.408,47.728,45.263,50.211,11.892,11.028,12.577,5.363,4.949,5.625,1194.121,121.403,9090.76,1978.308,206.031,359.3,384.22,333.729,522.229,568.167,474.574,240.498,278.094,202.454,367.54,421.874,312.264,-10.667,-0.047
1046,Land-locked Developing Countries (LLDC),Special other,1985.0,231815.997,234644.475,115951.318,118693.157,14.216,97.69,17.364,6123.014,26.064,5656.955,2.411,28.749,10187.296,1462.117,43.364,6.0,2.107,29.349,104.6,4064.282,2143.744,1920.538,17.3,48.486,46.191,50.833,47.908,45.534,50.287,11.936,11.091,12.602,5.383,4.973,5.64,1199.145,118.607,9356.868,1977.183,200.618,351.943,375.692,327.643,515.76,560.354,469.662,237.62,273.357,201.597,364.093,416.384,311.06,-466.026,-1.984
1047,Land-locked Developing Countries (LLDC),Special other,1986.0,237472.952,240409.382,118785.589,121623.793,14.565,97.666,17.333,6370.764,26.467,5872.86,2.443,28.373,10418.536,1485.243,43.284,5.976,2.118,29.33,104.6,4047.772,2125.037,1922.735,16.817,49.203,47.04,51.393,48.326,46.14,50.49,12.037,11.211,12.684,5.43,5.025,5.685,1197.683,115.712,9588.952,1968.306,195.027,341.976,363.159,320.396,505.137,546.742,462.514,230.599,262.048,199.141,355.674,403.614,307.519,-497.978,-2.069
1048,Land-locked Developing Countries (LLDC),Special other,1987.0,243345.812,246591.785,121802.185,124789.601,14.94,97.606,17.289,6725.592,27.257,6491.946,2.633,26.325,10626.132,1510.603,43.064,5.927,2.155,29.291,104.6,3900.54,2054.603,1845.937,15.807,50.546,48.288,52.836,48.529,46.332,50.701,12.236,11.404,12.883,5.497,5.085,5.757,1119.665,106.16,9847.687,1822.574,177.575,326.001,348.548,302.961,490.273,532.732,446.712,230.565,261.732,199.343,352.532,399.739,305.148,-233.564,-0.947
1049,Land-locked Developing Countries (LLDC),Special other,1988.0,249837.758,253190.063,125016.931,128173.133,15.339,97.538,17.238,6680.08,26.383,6704.61,2.648,26.176,10796.547,1553.635,42.641,5.854,2.101,29.229,104.5,4116.467,2150.097,1966.37,16.258,49.968,47.938,52.008,48.578,46.585,50.53,12.086,11.254,12.736,5.46,5.033,5.736,1193.71,110.872,9971.6,1970.164,186.681,330.28,348.621,311.68,496.117,534.819,456.838,225.933,252.766,199.224,351.758,395.378,308.39,24.517,0.097
1050,Land-locked Developing Countries (LLDC),Special other,1989.0,256542.368,259936.621,128351.459,131585.161,15.748,97.543,17.191,7019.27,26.988,6788.506,2.612,26.537,10972.732,1596.645,42.189,5.776,2.13,29.152,104.5,3953.462,2074.948,1878.514,15.201,51.38,49.211,53.568,48.916,46.854,50.94,12.255,11.412,12.909,5.495,5.064,5.772,1120.683,102.725,10194.233,1825.745,170.669,312.848,332.971,292.352,478.575,519.277,437.093,222.557,250.25,194.888,344.908,389.364,300.605,-230.746,-0.887
1051,Land-locked Developing Countries (LLDC),Special other,1990.0,263330.874,266425.357,131597.869,134827.489,16.141,97.605,17.141,7126.185,26.698,6188.967,2.323,29.838,11185.721,1670.401,41.906,5.719,2.112,29.032,104.5,4059.536,2136.019,1923.517,15.208,51.246,49.012,53.512,48.627,46.477,50.753,12.194,11.351,12.85,5.462,5.029,5.737,1132.405,101.766,10398.86,1847.615,169.088,314.402,335.992,292.373,482.652,524.911,439.389,227.684,257.542,197.734,351.276,397.751,304.716,-937.3,-3.511
1052,Land-locked Developing Countries (LLDC),Special other,1991.0,269519.841,273390.514,135100.933,138289.582,16.563,97.694,17.1,7254.674,26.557,7741.347,2.832,24.476,11344.409,1711.08,41.528,5.656,2.098,28.942,104.5,4089.735,2144.76,1944.975,14.971,51.515,49.385,53.668,48.681,46.664,50.663,12.17,11.344,12.815,5.422,4.993,5.692,1130.418,100.111,10558.357,1841.441,165.879,309.928,329.583,289.911,479.444,519.77,438.393,226.001,253.081,198.963,350.266,394.151,306.58,486.64,1.781
1053,Land-locked Developing Countries (LLDC),Special other,1992.0,277261.188,281538.622,139176.924,142361.698,17.057,97.763,17.051,7291.738,25.956,8554.868,3.039,22.808,11534.831,1739.917,41.06,5.582,2.065,28.905,104.5,4243.093,2233.234,2009.859,15.104,51.112,48.92,53.344,48.132,46.031,50.218,12.113,11.27,12.781,5.388,4.936,5.678,1139.587,99.106,10743.058,1859.048,164.188,316.212,337.436,294.559,488.989,530.597,446.385,236.778,265.932,207.551,362.49,408.106,316.779,1263.145,4.496
1054,Land-locked Developing Countries (LLDC),Special other,1993.0,285816.056,289123.156,142945.147,146178.009,17.516,97.788,16.973,7433.116,25.671,6614.2,2.288,30.295,11792.531,1843.955,40.727,5.53,2.048,28.862,104.5,4359.415,2297.537,2061.878,15.056,51.015,48.805,53.272,47.87,45.764,49.97,12.079,11.219,12.767,5.37,4.903,5.668,1150.176,97.949,10992.163,1874.947,161.936,317.614,339.074,295.723,492.675,534.603,449.685,241.672,271.155,212.138,368.458,414.281,322.492,-819.071,-2.829
1055,Land-locked Developing Countries (LLDC),Special other,1994.0,292430.256,294627.336,145659.821,148967.516,17.85,97.78,16.921,6987.501,23.612,4394.161,1.491,46.489,11885.324,1880.66,40.163,5.466,1.975,28.833,104.5,4897.823,2617.875,2279.948,16.551,48.192,45.627,50.897,44.401,41.755,47.152,11.774,10.871,12.51,5.291,4.828,5.585,1159.642,97.667,11080.075,1891.839,161.091,362.846,393.997,330.686,554.747,604.758,501.736,314.274,357.948,269.391,445.074,502.48,385.241,-2593.307,-8.763
1056,Land-locked Developing Countries (LLDC),Special other,1995.0,296824.417,300367.465,148496.509,151870.956,18.198,97.778,16.908,7684.729,25.557,7086.097,2.359,29.383,11993.9,1906.835,39.888,5.408,2.03,28.779,104.6,4309.171,2255.843,2053.328,14.331,51.98,49.944,54.038,48.368,46.452,50.255,12.086,11.248,12.762,5.339,4.887,5.626,1127.642,94.489,11207.363,1826.171,154.836,302.113,319.651,284.323,478.163,517.328,438.518,230.258,255.927,204.904,357.935,400.279,316.011,-598.735,-1.991
1057,Land-locked Developing Countries (LLDC),Special other,1996.0,303910.514,307862.516,152227.758,155634.758,18.652,97.811,16.891,7775.09,25.259,7904.004,2.568,26.992,12133.252,1975.423,39.418,5.328,2.007,28.705,104.6,4358.162,2277.034,2081.128,14.159,52.11,50.128,54.111,48.289,46.431,50.114,12.063,11.242,12.727,5.326,4.891,5.599,1123.246,92.896,11350.392,1814.177,151.858,300.073,316.915,282.993,477.712,515.801,439.242,231.306,256.121,206.875,359.884,400.912,319.356,128.684,0.418
1058,Land-locked Developing Countries (LLDC),Special other,1997.0,311814.518,315201.192,155880.715,159320.477,19.096,97.841,16.894,7883.754,24.967,6773.348,2.149,32.254,12284.768,1975.989,38.904,5.254,1.988,28.705,104.6,4401.014,2299.846,2101.168,13.937,52.315,50.338,54.309,48.28,46.434,50.094,12.099,11.283,12.762,5.347,4.92,5.616,1116.674,91.157,11503.568,1801.249,148.723,297.714,314.48,280.734,476.227,513.999,438.102,232.025,256.742,207.735,360.77,401.263,320.785,-1110.375,-3.516
1059,Land-locked Developing Countries (LLDC),Special other,1998.0,318587.866,321957.791,159241.809,162715.983,19.506,97.865,16.935,7818.595,24.243,6739.851,2.093,33.117,12395.568,1991.688,38.435,5.186,1.948,28.743,104.6,4576.973,2398.116,2178.857,14.192,51.747,49.721,53.8,47.812,45.894,49.71,12.083,11.261,12.756,5.36,4.929,5.635,1129.207,91.309,11602.715,1835.911,149.988,306.704,324.913,288.273,487.343,525.899,448.245,241.616,268.375,215.225,371.825,413.532,330.402,-1078.821,-3.345
1060,Land-locked Developing Countries (LLDC),Special other,1999.0,325327.717,329006.157,162739.433,166266.724,19.933,97.879,16.994,8153.173,24.749,7356.88,2.236,30.999,12564.912,2043.555,38.141,5.125,1.962,28.719,104.6,4411.739,2307.645,2104.094,13.392,52.995,51.016,54.992,48.381,46.512,50.223,12.171,11.356,12.842,5.379,4.956,5.651,1082.355,86.564,11797.745,1732.273,140.365,289.017,305.585,272.309,469.13,506.936,431.013,231.098,256.214,206.418,359.796,400.303,319.734,-796.321,-2.417
1061,Land-locked Developing Countries (LLDC),Special other,2000.0,332684.597,335934.41,166188.08,169746.331,20.353,97.904,17.058,8335.911,24.745,6499.627,1.935,35.822,12722.564,2051.317,37.766,5.068,1.954,28.745,104.5,4386.653,2282.093,2104.56,13.021,53.579,51.74,55.418,48.669,46.964,50.331,12.229,11.417,12.899,5.411,4.987,5.685,1061.529,83.764,11966.164,1690.119,135.304,280.906,294.657,267.051,460.711,495.277,426.189,225.604,246.756,204.973,354.004,390.489,318.291,-1836.286,-5.451
1062,Land-locked Developing Countries (LLDC),Special other,2001.0,339184.224,342941.502,169694.003,173247.5,20.777,97.949,17.128,8459.791,24.632,7514.556,2.191,31.636,12847.938,2100.15,37.409,5.0,1.939,28.72,104.5,4388.147,2275.875,2112.272,12.777,53.925,52.173,55.667,48.646,47.042,50.2,12.274,11.442,12.963,5.435,5.002,5.718,1032.894,80.756,12106.575,1636.274,129.893,276.846,288.572,265.013,458.098,490.479,425.958,227.134,245.443,209.367,355.432,389.22,322.585,-945.212,-2.752
1063,Land-locked Developing Countries (LLDC),Special other,2002.0,346698.78,351371.219,173914.987,177456.231,21.288,98.004,17.199,8660.664,24.669,9344.877,2.66,26.058,13016.882,2116.509,37.078,4.946,1.937,28.749,104.5,4356.218,2263.168,2093.05,12.409,54.547,52.744,56.346,48.942,47.279,50.559,12.301,11.476,12.985,5.437,5.014,5.715,1006.096,77.603,12289.673,1586.023,124.309,268.141,280.912,255.249,448.238,481.874,414.808,220.803,240.436,201.692,348.365,383.454,314.182,684.237,1.949
1064,Land-locked Developing Countries (LLDC),Special other,2003.0,356043.657,360444.724,178459.825,181984.899,21.837,98.063,17.283,8936.972,24.787,8802.134,2.442,28.384,13252.307,2131.062,36.756,4.893,1.935,28.785,104.5,4315.335,2238.739,2076.596,11.969,55.281,53.528,57.021,49.268,47.676,50.807,12.406,11.549,13.12,5.49,5.049,5.782,981.549,74.318,12536.997,1536.351,118.194,258.893,269.936,247.725,437.84,470.042,406.032,215.965,233.078,199.391,341.864,374.951,309.862,-134.848,-0.374
1065,Land-locked Developing Countries (LLDC),Special other,2004.0,364845.791,369046.454,182766.937,186279.517,22.359,98.114,17.385,9247.89,25.026,8401.325,2.277,30.441,13516.225,2177.178,36.577,4.845,1.936,28.762,104.5,4268.335,2219.857,2048.478,11.551,56.021,54.213,57.818,49.652,48.005,51.248,12.48,11.597,13.217,5.531,5.073,5.836,956.094,71.073,12810.008,1486.118,112.36,248.978,260.554,237.283,426.098,459.444,393.179,208.837,226.556,191.647,333.27,367.413,300.24,-846.581,-2.291
1066,Land-locked Developing Countries (LLDC),Special other,2005.0,373247.116,377754.836,187121.31,190633.525,22.886,98.158,17.495,9498.374,25.124,9015.44,2.387,29.038,13727.866,2214.019,36.312,4.787,1.931,28.75,104.5,4229.492,2206.637,2022.855,11.188,56.687,54.809,58.558,49.966,48.258,51.627,12.525,11.62,13.285,5.549,5.083,5.862,929.165,67.969,13033.123,1434.418,106.796,240.131,252.286,227.836,415.532,450.385,381.108,203.058,221.379,185.254,325.933,361.437,291.572,-482.898,-1.277
1067,Land-locked Developing Countries (LLDC),Special other,2006.0,382262.556,386852.357,191670.139,195182.218,23.437,98.201,17.605,9806.324,25.325,9179.602,2.373,29.21,13978.5,2210.182,36.099,4.74,1.932,28.771,104.5,4172.176,2182.726,1989.45,10.774,57.466,55.527,59.401,50.41,48.638,52.137,12.624,11.704,13.398,5.598,5.122,5.919,905.677,65.059,13293.574,1389.692,101.66,230.1,242.889,217.149,402.745,438.848,367.063,195.403,214.516,176.786,316.141,352.847,280.577,-626.732,-1.619
1068,Land-locked Developing Countries (LLDC),Special other,2007.0,391442.158,395642.095,196061.755,199580.34,23.97,98.237,17.689,10131.034,25.546,8399.874,2.123,32.649,14253.694,2225.704,35.941,4.701,1.934,28.784,104.5,4122.66,2159.132,1963.528,10.395,58.192,56.23,60.149,50.782,49.002,52.515,12.711,11.8,13.477,5.633,5.164,5.948,882.259,62.158,13578.911,1344.859,96.558,221.038,234.033,207.855,391.242,427.585,355.338,189.511,208.432,171.066,308.017,344.614,272.59,-1731.378,-4.366
1069,Land-locked Developing Countries (LLDC),Special other,2008.0,399842.032,404775.191,200622.15,204153.041,24.523,98.27,17.774,10368.557,25.596,9866.318,2.438,28.431,14417.235,2236.797,35.591,4.647,1.93,28.783,104.5,4048.678,2125.795,1922.883,9.995,58.964,56.941,60.98,51.23,49.398,53.014,12.829,11.913,13.596,5.693,5.215,6.014,853.702,59.359,13758.649,1296.129,91.712,211.349,225.092,197.39,378.795,416.031,341.962,182.416,202.012,163.275,298.604,335.873,262.48,-502.229,-1.24
1070,Land-locked Developing Countries (LLDC),Special other,2009.0,409708.35,414699.068,205575.162,209123.906,25.124,98.303,17.88,10675.807,25.717,9981.436,2.407,28.797,14669.146,2241.226,35.337,4.592,1.924,28.773,104.6,3993.339,2104.609,1888.73,9.62,59.696,57.599,61.793,51.654,49.75,53.512,12.928,11.998,13.71,5.729,5.241,6.058,830.694,56.841,14021.576,1254.385,87.276,202.233,216.615,187.613,366.746,405.184,328.627,175.851,196.159,155.972,289.503,327.816,252.261,-694.403,-1.673
1071,Land-locked Developing Countries (LLDC),Special other,2010.0,419689.786,424788.219,210606.994,214181.225,25.736,98.331,17.983,10955.325,25.763,10196.866,2.401,28.869,14892.643,2286.373,35.022,4.526,1.913,28.718,104.6,3937.318,2077.65,1859.668,9.259,60.429,58.302,62.552,52.09,50.154,53.98,13.015,12.097,13.786,5.762,5.278,6.088,807.39,54.399,14257.678,1210.572,82.886,192.933,207.685,177.939,354.386,393.241,315.818,168.627,189.348,148.307,279.932,318.576,242.303,-758.504,-1.784
1072,Land-locked Developing Countries (LLDC),Special other,2011.0,429886.652,435309.302,215846.347,219462.956,26.373,98.352,18.093,11223.031,25.767,10845.301,2.492,27.815,15100.395,2330.337,34.669,4.459,1.901,28.667,104.6,3877.364,2053.17,1824.194,8.902,61.175,58.979,63.37,52.561,50.554,54.524,13.118,12.184,13.902,5.801,5.309,6.133,784.663,52.119,14478.356,1169.317,78.856,183.655,199.021,168.031,341.646,381.556,301.967,161.0,182.43,139.937,269.802,309.407,231.158,-377.782,-0.867
1073,Land-locked Developing Countries (LLDC),Special other,2012.0,440731.953,446077.942,221203.116,224874.826,27.026,98.367,18.203,11483.107,25.716,10691.977,2.397,28.917,15319.812,2325.054,34.308,4.397,1.889,28.67,104.5,3836.705,2037.429,1799.276,8.592,61.834,59.584,64.086,52.945,50.881,54.966,13.193,12.242,13.994,5.824,5.327,6.161,762.327,49.905,14710.777,1128.39,74.954,175.294,190.956,159.369,330.635,371.346,290.121,154.688,176.534,133.179,261.527,301.845,222.129,-791.099,-1.772
1074,Land-locked Developing Countries (LLDC),Special other,2013.0,451423.93,456858.816,226564.225,230294.592,27.679,98.38,18.304,11713.075,25.611,10869.772,2.379,29.136,15509.676,2308.916,33.912,4.337,1.876,28.67,104.6,3796.601,2026.007,1770.594,8.301,62.449,60.111,64.795,53.31,51.163,55.42,13.276,12.294,14.104,5.854,5.339,6.204,740.156,47.831,14914.551,1090.275,71.432,167.761,184.205,151.029,320.402,362.406,278.507,148.915,171.657,126.467,253.795,295.267,213.173,-843.358,-1.844
1075,Land-locked Developing Countries (LLDC),Special other,2014.0,462293.702,467737.334,231976.147,235761.186,28.338,98.395,18.399,11951.134,25.518,10887.263,2.328,29.774,15740.674,2323.578,33.609,4.288,1.864,28.647,104.5,3789.54,2027.6,1761.94,8.091,62.9,60.515,65.295,53.547,51.341,55.72,13.335,12.329,14.183,5.881,5.352,6.242,722.688,46.032,15156.016,1059.668,68.415,162.336,179.149,145.237,313.199,355.874,270.602,145.343,168.682,122.257,248.812,291.019,207.398,-1064.044,-2.272
1076,Land-locked Developing Countries (LLDC),Special other,2015.0,473180.965,478577.579,237380.044,241197.534,28.995,98.417,18.486,12148.176,25.345,10793.227,2.255,30.738,15928.729,2326.426,33.232,4.233,1.849,28.618,104.5,3780.553,2028.023,1752.53,7.887,63.35,60.919,65.793,53.803,51.554,56.019,13.398,12.367,14.268,5.907,5.368,6.274,706.307,44.437,15354.491,1031.149,65.709,156.885,173.906,139.573,305.936,349.134,262.795,141.457,165.0,118.138,243.571,286.172,201.745,-1355.009,-2.827
1077,Land-locked Developing Countries (LLDC),Special other,2016.0,483974.192,489620.28,242901.288,246718.992,29.664,98.453,18.572,12325.51,25.144,11292.176,2.306,30.058,16064.674,2317.573,32.772,4.176,1.835,28.616,104.5,3739.164,2011.405,1727.759,7.628,63.926,61.442,66.42,54.166,51.863,56.437,13.502,12.458,14.379,5.95,5.407,6.315,687.152,42.845,15503.212,997.693,62.909,150.301,167.715,132.589,296.525,340.511,252.563,136.286,160.46,112.299,236.369,279.709,193.764,-1033.415,-2.108
1078,Land-locked Developing Countries (LLDC),Special other,2017.0,495266.368,500950.608,248574.598,252376.011,30.35,98.494,18.663,12437.387,24.8,11368.481,2.269,30.549,16182.043,2311.377,32.266,4.112,1.814,28.62,104.5,3744.656,2019.453,1725.203,7.466,64.275,61.747,66.816,54.318,51.952,56.655,13.581,12.52,14.473,5.99,5.438,6.36,668.569,41.374,15633.024,964.803,60.278,146.839,164.868,128.503,291.66,336.219,247.072,134.936,160.022,109.973,233.692,277.751,190.277,-1068.994,-2.131
1079,Land-locked Developing Countries (LLDC),Special other,2018.0,506634.849,512657.921,254429.986,258227.935,31.059,98.529,18.761,12702.048,24.756,12046.144,2.35,29.496,16458.718,2341.013,32.078,4.088,1.81,28.601,104.5,3756.67,2032.59,1724.08,7.322,64.631,62.045,67.232,54.508,52.086,56.903,13.634,12.552,14.543,6.01,5.449,6.382,656.802,40.013,15916.205,942.732,58.06,142.63,161.129,123.803,286.139,331.523,240.661,132.183,157.883,106.567,229.966,274.772,185.744,-655.971,-1.278
1080,Land-locked Developing Countries (LLDC),Special other,2019.0,518680.993,524971.858,260584.146,264387.713,31.805,98.561,18.868,12981.839,24.714,12581.731,2.397,28.917,16756.385,2384.293,31.9,4.061,1.805,28.573,104.5,3774.546,2043.901,1730.645,7.186,64.983,62.388,67.591,54.723,52.291,57.127,13.707,12.609,14.628,6.041,5.472,6.416,648.69,38.823,16218.137,926.49,56.156,138.706,156.937,120.156,280.722,325.961,235.406,129.317,154.781,103.934,226.02,270.618,182.009,-400.129,-0.762
1081,Land-locked Developing Countries (LLDC),Special other,2020.0,531262.724,537864.814,267051.492,270813.322,32.586,98.611,18.985,12926.044,24.035,13204.18,2.455,28.234,17019.576,2407.004,31.646,4.024,1.793,28.559,104.4,4093.532,2227.04,1866.492,7.611,64.061,61.39,66.793,53.584,51.058,56.133,12.787,11.597,13.822,5.6,4.954,6.046,640.241,37.712,16486.37,911.101,54.379,135.588,153.594,117.278,293.278,342.314,244.03,131.687,158.148,105.302,241.212,290.018,192.871,278.095,0.517
1082,Land-locked Developing Countries (LLDC),Special other,2021.0,544466.904,550846.427,273578.434,277267.993,33.373,98.669,19.099,12927.527,23.463,12759.047,2.316,29.929,17212.242,2434.628,31.239,3.962,1.77,28.531,104.4,4284.715,2337.83,1946.885,7.776,63.71,60.981,66.522,53.061,50.481,55.686,12.42,11.212,13.478,5.402,4.755,5.848,631.982,36.786,16684.334,896.614,52.815,135.054,154.244,115.494,298.805,349.908,247.21,135.514,163.755,107.248,248.828,299.712,198.147,-168.497,-0.306
1083,Small Island Developing States (SIDS),Special other,1950.0,23231.705,23480.047,11893.077,11586.969,19.694,102.642,18.925,554.127,23.566,496.683,2.115,32.773,957.051,138.57,40.701,5.398,1.93,28.668,104.8,402.924,217.358,185.566,17.135,48.827,47.017,50.828,48.107,46.52,49.881,11.058,10.467,11.655,4.805,4.538,5.032,131.348,138.428,865.407,193.229,207.866,333.058,352.452,312.809,503.656,536.903,466.238,214.908,238.153,189.783,352.646,388.144,312.872,-57.467,-2.444
1084,Small Island Developing States (SIDS),Special other,1951.0,23728.388,23979.757,12137.649,11842.108,20.113,102.496,18.894,568.614,23.676,502.738,2.097,33.054,975.702,141.384,40.627,5.397,1.931,28.669,104.8,407.088,219.114,187.974,16.951,48.977,47.216,50.917,48.141,46.596,49.861,11.164,10.587,11.744,4.873,4.615,5.09,132.122,136.136,883.678,194.941,204.946,332.643,351.12,313.431,502.291,534.765,465.864,216.044,238.393,192.004,352.412,387.08,313.677,-65.422,-2.724
1085,Small Island Developing States (SIDS),Special other,1952.0,24231.126,24491.382,12386.971,12104.412,20.542,102.334,18.862,598.054,24.377,520.513,2.125,32.619,996.483,144.944,40.617,5.405,1.965,28.663,104.8,398.429,214.407,184.022,16.24,49.997,48.235,51.929,48.708,47.167,50.413,11.319,10.766,11.873,4.95,4.707,5.152,130.652,131.887,905.23,191.783,197.469,318.592,337.094,299.425,487.02,519.556,450.685,206.405,228.717,182.538,340.812,375.169,302.579,-77.197,-3.147
1086,Small Island Developing States (SIDS),Special other,1953.0,24751.639,25019.069,12643.391,12375.677,20.984,102.163,18.821,625.886,24.967,534.859,2.138,32.42,1019.83,148.952,40.681,5.429,1.995,28.675,104.8,393.944,212.29,181.654,15.714,50.751,48.962,52.709,49.115,47.545,50.85,11.498,10.926,12.072,5.044,4.788,5.257,129.532,127.835,928.971,189.675,191.026,309.564,327.95,290.592,476.094,509.065,439.373,200.845,223.205,177.05,332.78,367.43,294.309,-90.756,-3.62
